Invoice,StockCode,Description,Quantity,InvoiceDate,Price,CustomerID,Country
492418,82552,WASHROOM METAL SIGN,15,2009-12-16,1.25,15498,United Kingdom
492421,84580,MOUSE TOY WITH PINK T-SHIRT,3,2009-12-16,3.75,17402,United Kingdom
492425,21900,"KEY FOB , SHED",2,2009-12-16,1.7,,United Kingdom
492425,72484,ROSES IN WHITE HEART CANDLE,2,2009-12-16,2.57,,United Kingdom
492425,90177D,DROP DIAMANTE EARRINGS PURPLE,1,2009-12-16,3.03,,United Kingdom
492427,22347,PIZZA SLICE DISH,36,2009-12-17,1.25,14113,United Kingdom
492435,21741,COSY SLIPPER SHOES LARGE GREEN,1,2009-12-17,2.95,15863,United Kingdom
492445,37449,CERAMIC CAKE STAND + HANGING CAKES,8,2009-12-17,8.5,17230,United Kingdom
492472,84968E,S/16 VINTAGE BLACK CUTLERY,1,2009-12-17,12.75,15862,United Kingdom
492518,22115,METAL SIGN EMPIRE TEA,24,2009-12-17,2.95,13408,United Kingdom
492529,84837,WHITE SWEETHEARTS CABINET 4 DRAWERS,1,2009-12-17,12.75,17377,United Kingdom
492539,35001B,HAND OPEN SHAPE BLACK,1,2009-12-17,3.49,16908,United Kingdom
492546,21624,VINTAGE UNION JACK DOORSTOP,3,2009-12-17,5.95,13557,United Kingdom
492579,20990,SPRING FLOWER CHOPSTICKS SET/5,100,2009-12-17,1.65,15311,United Kingdom
492585,21818,GLITTER CHRISTMAS HEART,6,2009-12-17,0.85,14085,United Kingdom
492592,72756,FAIRY CAKE CANDLES,18,2009-12-17,1.49,17400,United Kingdom
492635,21317,GLASS SPHERE CANDLE STAND MEDIUM,2,2009-12-17,5.45,17526,United Kingdom
492644,71459,HANGING JAM JAR T-LIGHT HOLDER,48,2009-12-17,0.85,16200,United Kingdom
492680,79000,MOROCCAN TEA GLASS,11,2009-12-17,0.85,14606,United Kingdom
492705,84978,HANGING HEART JAR T-LIGHT HOLDER,18,2009-12-17,1.25,14702,United Kingdom
492714,22274,FELTCRAFT DOLL EMILY,3,2009-12-18,2.95,17913,United Kingdom
492728,82482,WOODEN PICTURE FRAME WHITE FINISH,2,2009-12-18,2.55,15311,United Kingdom
492734,44092C,PURPLE/COPPER HANGING LAMPSHADE,1,2009-12-18,0.85,18036,United Kingdom
492742,82494L,WOODEN FRAME ANTIQUE WHITE,6,2009-12-18,2.95,12455,Cyprus
492746,22079,RIBBON REEL HEARTS DESIGN,10,2009-12-18,1.65,,EIRE
492753,22111,SCOTTIE DOG HOT WATER BOTTLE,9,2009-12-18,4.95,14156,EIRE
492762,85114B,IVORY ENCHANTED FOREST PLACEMAT,12,2009-12-18,1.65,14031,United Kingdom
492772,21665,TRIANGULAR RIDGED GLASS POSY HOLDER,12,2009-12-18,0.65,15409,United Kingdom
492778,21846,PINK DIAMANTE PEN IN GIFT BOX,24,2009-12-18,1.25,18252,United Kingdom
492782,21471,STRAWBERRY RAFFIA FOOD COVER,1,2009-12-18,7.78,,United Kingdom
492782,22147,FELTCRAFT BUTTERFLY HEARTS,1,2009-12-18,3.43,,United Kingdom
492782,84029E,RED WOOLLY HOTTIE WHITE HEART.,3,2009-12-18,7.78,,United Kingdom
492782,17129F,DEEP BLUE GLASS GEMS IN BAG,1,2009-12-18,1.7,,United Kingdom
492783,21836,GINGHAM OVEN GLOVE RED HEART,1,2009-12-18,7.78,,United Kingdom
492783,47580,TEA TIME DES TEA COSY,1,2009-12-18,5.17,,United Kingdom
492784,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE,1,2009-12-18,4.65,17841,United Kingdom
492795,16014,SMALL CHINESE STYLE SCISSOR,10,2009-12-20,0.42,18077,United Kingdom
492801,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,1,2009-12-20,3.75,17231,United Kingdom
492807,21812,GARLAND WITH HEARTS AND BELLS,6,2009-12-20,4.95,17211,United Kingdom
492813,84937,KASHMIR FOLKART TUMBLERS,12,2009-12-20,2.1,17920,United Kingdom
492823,85018D,YULETIDE IMAGES S/6 PAPER BOXES,6,2009-12-20,2.55,15358,United Kingdom
492839,21533,RETRO SPOT LARGE MILK JUG,1,2009-12-21,4.95,14085,United Kingdom
492929,48185,DOOR MAT FAIRY CAKE,2,2009-12-21,6.75,16713,United Kingdom
492950,21481,FAWN BLUE HOT WATER BOTTLE,18,2009-12-21,2.95,12471,Germany
493050,22200,FRYING PAN PINK POLKADOT,1,2009-12-21,4.25,17377,United Kingdom
493066,21080,SET/20 RED SPOTTY PAPER NAPKINS,2,2009-12-21,0.85,,United Kingdom
493073,84270,ASSTD DESIGN BUBBLE GUM RING,3,2009-12-22,0.43,,United Kingdom
493073,22228,BUNNY WOODEN PAINTED WITH BIRD,1,2009-12-22,1.7,,United Kingdom
493073,21947,SET OF 6 HEART CHOPSTICKS,1,2009-12-22,2.57,,United Kingdom
493074,21871,SAVE THE PLANET MUG,1,2009-12-22,3.43,,United Kingdom
493079,21288,STRIPEY CHOCOLATE NESTING BOXES,3,2009-12-22,6.04,,United Kingdom
493079,20711,JUMBO BAG TOYS,2,2009-12-22,4.3,,United Kingdom
493079,22297,HEART IVORY TRELLIS SMALL,7,2009-12-22,2.57,,United Kingdom
493183,21217,RED SPOTTY ROUND CAKE TINS,2,2009-12-22,9.95,12440,Austria
493260,90155,RESIN NECKLACE W PASTEL BEADS,1,2009-12-22,7.81,,United Kingdom
493260,21627,ELEPHANT CARNIVAL POUFFE,1,2009-12-22,30.43,,United Kingdom
493261,21558,SKULL LUNCHBOX WITH CUTLERY,1,2009-12-22,5.17,,United Kingdom
493265,35962,12 ASS ZINC CHRISTMAS DECORATIONS,1,2009-12-22,4.3,,United Kingdom
493273,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,1,2009-12-22,7.78,,United Kingdom
493283,21868,POTTING SHED TEA MUG,1,2009-12-22,3.43,,United Kingdom
493325,37492A,YELLOW RED FLOWER PIGGY BANK,37,2009-12-23,1.65,13694,United Kingdom
493375,21186,WHITE DOVE HONEYCOMB PAPER GARLAND,16,2009-12-23,1.65,15514,United Kingdom
493395,21659,GLASS CAKE STAND,4,2009-12-23,14.95,12539,Spain
493404,21488,RED WHITE SCARF  HOT WATER BOTTLE,1,2009-12-23,8.65,,United Kingdom
493404,DOT,DOTCOM POSTAGE,1,2009-12-23,184.68,,United Kingdom
493433,48194,DOORMAT HEARTS,2,2010-01-04,6.75,14709,United Kingdom
493442,79190D,RETRO PLASTIC DAISY TRAY,5,2010-01-04,0.42,13821,United Kingdom
493444,17164D,ASS COL SMALL SAND FROG P'WEIGHT,3,2010-01-04,0.42,16792,United Kingdom
493536,22090,PAPER BUNTING RETRO SPOTS,1,2010-01-04,2.95,17841,United Kingdom
493568,21242,RED SPOTTY PLATE,8,2010-01-05,1.69,16875,United Kingdom
493619,22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",30,2010-01-05,0.85,18051,United Kingdom
493670,21677,HEARTS  STICKERS,6,2010-01-05,0.85,14653,United Kingdom
493685,21985,PACK OF 12 HEARTS DESIGN TISSUES,144,2010-01-05,0.29,14969,United Kingdom
493699,85066,CREAM SWEETHEART MINI CHEST,6,2010-01-05,12.75,13831,United Kingdom
493704,82580,BATHROOM METAL SIGN,2,2010-01-05,0.55,13610,United Kingdom
493709,16168M,FUNKY MONKEY GIFT BAG MEDIUM,144,2010-01-05,0.12,17754,United Kingdom
493717,21556,CERAMIC STRAWBERRY MONEY BOX,1,2010-01-05,2.55,12835,United Kingdom
493739,20866,BLUE ROSE FABRIC MIRROR,24,2010-01-06,1.25,14194,United Kingdom
493759,21123,SET/10 IVORY SPOTTY PARTY CANDLES,1,2010-01-06,1.25,17965,United Kingdom
493804,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,2010-01-07,3.75,14626,United Kingdom
493812,21677,HEARTS  STICKERS,12,2010-01-07,0.85,13081,United Kingdom
493817,22322,BIRD DECORATION GREEN  SPOT,12,2010-01-07,0.85,16641,United Kingdom
493820,72750B,"F.FAIRY S/3 CANDLE/GLASS,LAVENDER",1,2010-01-07,5.95,13821,United Kingdom
493840,22224,WHITE LOVEBIRD LANTERN,10,2010-01-07,2.95,15874,United Kingdom
493860,85014A,BLACK/BLUE DOTS RUFFLED UMBRELLA,8,2010-01-07,5.95,13767,United Kingdom
493872,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,12,2010-01-07,1.69,16296,United Kingdom
493877,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,12,2010-01-07,0.85,14911,EIRE
493886,21661,VINTAGE GLASS TEA CADDY,3,2010-01-08,5.95,16497,United Kingdom
493946,84378,SET OF 3 HEART COOKIE CUTTERS,12,2010-01-08,1.25,15607,United Kingdom
493955,72754B,F FAIRY POTPOURRI CUSHIONS LAVENDER,36,2010-01-08,0.65,14016,EIRE
493962,21130,COLOURFUL STANDING GNOME,1,2010-01-08,3.45,15311,United Kingdom
493964,21245,GREEN  SPOTTY PLATE,16,2010-01-08,1.69,12714,France
493971,22204,MILK PAN BLUE RETROSPOT,1,2010-01-10,3.75,13259,United Kingdom
493976,84692,BOX OF 24 COCKTAIL PARASOLS,25,2010-01-10,0.42,14849,United Kingdom
493981,22150,3 STRIPEY MICE FELTCRAFT,6,2010-01-10,1.95,14160,United Kingdom
493989,21843,RETRO SPOT CAKE STAND,12,2010-01-10,10.95,14685,United Kingdom
493996,22036,DINOSAUR BIRTHDAY CARD,12,2010-01-10,0.42,15601,United Kingdom
494005,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,6,2010-01-10,2.95,,United Kingdom
494011,18098C,PORCELAIN BUTTERFLY OIL BURNER,1,2010-01-11,2.57,,United Kingdom
494012,22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",1,2010-01-11,1.7,,United Kingdom
494012,20761,BLUE PAISLEY SKETCHBOOK,1,2010-01-11,3.43,,United Kingdom
494014,21975,PACK OF 60 DINOSAUR CAKE CASES,1,2010-01-11,1.3,,United Kingdom
494014,21527,RETRO SPOT TRADITIONAL TEAPOT,1,2010-01-11,17.35,,United Kingdom
494015,21100,CHARLIE AND LOLA CHARLOTTE BAG,2,2010-01-11,1.7,,United Kingdom
494016,21390,FILIGRIS HEART WITH BUTTERFLY,1,2010-01-11,2.57,,United Kingdom
494016,84270,ASSTD DESIGN BUBBLE GUM RING,13,2010-01-11,0.43,,United Kingdom
494017,22219,LOVEBIRD HANGING DECORATION WHITE,2,2010-01-11,1.7,,United Kingdom
494017,35972,DAISY FOLKART HEART DECORATION,2,2010-01-11,2.57,,United Kingdom
494018,84970S,HANGING HEART ZINC T-LIGHT HOLDER,2,2010-01-11,2.17,,United Kingdom
494017,21847,GREEN  DIAMANTE PEN IN GIFT BOX,1,2010-01-11,2.57,,United Kingdom
494019,21398,RED  SPOTTY COFFEE  MUG,4,2010-01-11,4.3,,United Kingdom
494023,21158,MOODY GIRL DOOR HANGER,24,2010-01-11,0.38,13162,United Kingdom
494046,21498,RED SPOTS  WRAP,25,2010-01-11,0.42,15044,United Kingdom
494108,82494L,WOODEN FRAME ANTIQUE WHITE,6,2010-01-11,2.95,17529,United Kingdom
494144,47594A,CAROUSEL DESIGN WASHBAG,1,2010-01-11,4.21,,United Kingdom
494144,21943,CAKES AND RABBITS DESIGN FLANNEL,10,2010-01-11,0.85,,United Kingdom
494147,48189,DOOR MAT FRIENDSHIP,1,2010-01-11,13.57,,United Kingdom
494147,84968F,S/16 VINTAGE SKY BLUE CUTLERY,1,2010-01-11,11.02,,United Kingdom
494157,21355,TOAST ITS - I LOVE YOU,12,2010-01-11,1.25,13089,United Kingdom
494166,84578,ELEPHANT TOY WITH BLUE T-SHIRT,1,2010-01-12,4.21,,United Kingdom
494166,90059D,DIAMANTE HAIR GRIP PACK/2 PERIDOT,1,2010-01-12,1.69,,United Kingdom
494212,84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,5,2010-01-12,3.75,15002,United Kingdom
494217,72484,ROSES IN WHITE HEART CANDLE,48,2010-01-12,0.38,16525,United Kingdom
494233,21506,"FANCY FONT BIRTHDAY CARD,",24,2010-01-12,0.42,15093,United Kingdom
494239,22358,KINGS CHOICE TEA CADDY,1,2010-01-12,2.95,14081,United Kingdom
494240,22112,CHOCOLATE HOT WATER BOTTLE,3,2010-01-12,4.95,16858,United Kingdom
494264,85230F,JASMINE VOTIVE CANDLE,24,2010-01-12,0.29,17576,United Kingdom
494272,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,16,2010-01-13,0.42,15358,United Kingdom
494339,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2010-01-13,4.95,14154,United Kingdom
494354,35004C,SET OF 3 COLOURED  FLYING DUCKS,12,2010-01-13,4.65,15513,United Kingdom
494359,21770,OPEN CLOSED METAL SIGN,1,2010-01-13,4.95,17962,United Kingdom
494378,90013E,AMBER VINTAGE EARRINGS,1,2010-01-13,4.24,,United Kingdom
494378,84968D,S/16 VINTAGE RED CUTLERY,1,2010-01-13,11.02,,United Kingdom
494378,21040,MODERN VINTAGE COTTON SHOPPING BAG,1,2010-01-13,2.51,,United Kingdom
494379,21888,BINGO SET,1,2010-01-13,7.62,,United Kingdom
494379,21341,KASBAH LANTERN WITH GLASS,1,2010-01-13,10.17,,United Kingdom
494381,22110,BIRD HOUSE HOT WATER BOTTLE,7,2010-01-13,3.36,,United Kingdom
494381,21871,SAVE THE PLANET MUG,2,2010-01-13,3.36,,United Kingdom
494382,21033,JUMBO BAG CHARLIE AND LOLA TOYS,5,2010-01-13,3.36,,United Kingdom
494382,82567,"AIRLINE LOUNGE,METAL SIGN",1,2010-01-13,1.66,,United Kingdom
494386,22059,CERAMIC STRWBERRY DESIGN MUG,1,2010-01-14,3.36,,United Kingdom
494386,20657,TROPICAL LUGGAGE TAG,3,2010-01-14,0.85,,United Kingdom
494386,84029E,RED WOOLLY HOTTIE WHITE HEART.,3,2010-01-14,7.62,,United Kingdom
494387,22248,DECORATION  PINK CHICK MAGIC GARDEN,1,2010-01-14,1.66,,United Kingdom
494387,85054,FRENCH ENAMEL POT W LID,1,2010-01-14,5.91,,United Kingdom
494395,21124,SET/10 BLUE SPOTTY PARTY CANDLES,24,2010-01-14,1.25,14256,United Kingdom
494436,85060,WOOD FAN WITH FLOWER DESIGN,24,2010-01-14,1.25,16013,United Kingdom
494443,21875,KINGS CHOICE MUG,1,2010-01-14,1.25,15898,United Kingdom
494456,85118,HEART T-LIGHT HOLDER,48,2010-01-14,0.38,13233,United Kingdom
494470,79323W,WHITE CHERRY LIGHTS,24,2010-01-14,5.45,12748,United Kingdom
494471,22329,ROUND CONTAINER SET OF 5 RETROSPOT,2,2010-01-14,1.65,13680,United Kingdom
494479,21755,LOVE BUILDING BLOCK WORD,6,2010-01-14,5.95,17032,United Kingdom
494480,22136,LOVE HEART SOCK HANGER,1,2010-01-14,1.65,15768,United Kingdom
494484,22318,FIVE HEART HANGING DECORATION,3,2010-01-14,2.95,17754,United Kingdom
494495,85016,SET OF 6 VINTAGE NOTELETS KIT,1,2010-01-14,2.51,,United Kingdom
494495,21675,BUTTERFLIES STICKERS,2,2010-01-14,0.81,,United Kingdom
494506,21955,UNION JACK GUNS & ROSES  DOORMAT,4,2010-01-14,5.95,17850,United Kingdom
494512,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2010-01-15,2.95,14755,United Kingdom
494586,84975,HEART SHAPED MIRROR,6,2010-01-15,1.69,18106,United Kingdom
494611,21731,RED TOADSTOOL LED NIGHT LIGHT,48,2010-01-15,1.65,12649,Germany
494620,84375,SET OF 20 KIDS COOKIE CUTTERS,48,2010-01-15,1.95,17227,United Kingdom
494632,21035,SET/2 RED SPOTTY TEA TOWELS,6,2010-01-15,2.95,15633,United Kingdom
494638,22085,PAPER CHAIN KIT SKULLS,1,2010-01-17,2.95,16782,United Kingdom
494642,22352,LUNCHBOX WITH CUTLERY RETROSPOT,6,2010-01-17,2.1,17850,United Kingdom
494644,22072,TEA CUP AND SAUCER RETRO SPOT,1,2010-01-17,3.75,16595,United Kingdom
494651,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2010-01-17,1.25,16510,United Kingdom
494657,47590A,BLUE HAPPY BIRTHDAY BUNTING,2,2010-01-17,5.45,16524,United Kingdom
494662,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,16,2010-01-17,0.42,13004,United Kingdom
494666,22147,FELTCRAFT BUTTERFLY HEARTS,3,2010-01-17,1.45,13869,United Kingdom
494669,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,2010-01-17,3.75,15916,United Kingdom
494676,82583,HOT BATHS METAL SIGN,1,2010-01-17,2.1,17591,United Kingdom
494682,22357,KINGS CHOICE BISCUIT TIN,3,2010-01-18,4.25,14754,United Kingdom
494685,85017C,ENVELOPE 50 CURIOUS IMAGES,1,2010-01-18,0.81,,United Kingdom
494685,22058,CERAMIC LOVE HEARTS DESIGN MUG,1,2010-01-18,3.36,,United Kingdom
494762,82482,WOODEN PICTURE FRAME WHITE FINISH,1,2010-01-18,2.55,17841,United Kingdom
494779,84992,72 SWEETHEART FAIRY CAKE CASES,1,2010-01-18,0.55,18041,United Kingdom
494782,21244,BLUE  SPOTTY PLATE,1,2010-01-18,3.36,,United Kingdom
494782,22329,ROUND CONTAINER SET OF 5 RETROSPOT,1,2010-01-18,3.36,,United Kingdom
494782,90098,NECKLACE+BRACELET PINK BUTTERFLY,2,2010-01-18,1.66,,United Kingdom
494784,21749,LARGE RED SPOT WINDMILL,2,2010-01-18,4.21,,United Kingdom
494784,90027B,GLASS BEAD HOOP EARRINGS MONTANA,1,2010-01-18,2.96,,United Kingdom
494786,82578,KITCHEN METAL SIGN,2,2010-01-18,1.28,,United Kingdom
494787,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-01-18,2.95,15164,United Kingdom
494797,84029D,LEOPARD PRINT HOT WATER BOTTLE,1,2010-01-18,3.75,18036,United Kingdom
494804,22326,ROUND SNACK BOXES SET OF4 WOODLAND,6,2010-01-18,2.95,15298,United Kingdom
494811,21034,REX CASH+CARRY JUMBO SHOPPER,1,2010-01-18,0.95,14343,United Kingdom
494814,21314,SMALL GLASS HEART TRINKET POT,2,2010-01-19,4.21,,United Kingdom
494814,90205A,LARGE MINT DIAMANTE HAIRSLIDE,1,2010-01-19,1.69,,United Kingdom
494819,37502,TEA TIME MUG IN GIFT BOX,6,2010-01-19,2.95,13074,United Kingdom
494866,21389,IVORY HANGING DECORATION  BIRD,24,2010-01-19,0.85,16253,United Kingdom
494870,21380,WOODEN HAPPY BIRTHDAY GARLAND,1,2010-01-19,2.95,15998,United Kingdom
494873,22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",10,2010-01-19,0.85,12589,France
494889,85130C,BEADED CRYSTAL HEART BLUE  LARGE,6,2010-01-19,1.65,14472,United Kingdom
494891,21577,SAVE THE PLANET COTTON TOTE BAG,5,2010-01-19,2.25,12733,USA
494897,84670,JAPANESE CROCHETED ANIMAL,24,2010-01-19,0.42,12437,France
494912,21137,BLACK RECORD COVER FRAME,24,2010-01-19,3.39,16705,United Kingdom
494915,16161G,WRAP BAD HAIR DAY,25,2010-01-19,0.1,13564,United Kingdom
494918,22024,RAINY LADIES BIRTHDAY CARD,4,2010-01-19,0.84,,United Kingdom
494918,15034,PAPER POCKET TRAVELING FAN,4,2010-01-19,0.81,,United Kingdom
494918,82567,"AIRLINE LOUNGE,METAL SIGN",6,2010-01-19,1.66,,United Kingdom
494931,22191,EAU DE NIL DINER WALL CLOCK,1,2010-01-20,8.5,17920,United Kingdom
494989,20828,GLITTER BUTTERFLY CLIPS,1,2010-01-20,2.55,14556,United Kingdom
494994,79323P,PINK CHERRY LIGHTS,10,2010-01-20,6.75,13668,United Kingdom
495016,20981,12 PENCILS TALL TUBE WOODLAND,1,2010-01-20,0.85,14649,United Kingdom
495028,85231E,STRAWBERRY SCENTED SET/9 T-LIGHTS,6,2010-01-20,0.85,14595,United Kingdom
495033,21744,SNOWFLAKE PORTABLE TABLE LIGHT,12,2010-01-20,2.95,15912,United Kingdom
495070,22241,GARLAND WOODEN HAPPY EASTER,1,2010-01-20,2.51,,United Kingdom
495070,85099B,JUMBO BAG RED WHITE SPOTTY,3,2010-01-20,4.21,,United Kingdom
495070,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,1,2010-01-20,2.51,,United Kingdom
495073,22254,FELT TOADSTOOL LARGE,48,2010-01-21,1.25,14911,EIRE
495085,82599,FANNY'S REST STOPMETAL SIGN,48,2010-01-21,1.69,12986,United Kingdom
495110,22228,BUNNY WOODEN PAINTED WITH BIRD,4,2010-01-21,0.85,14530,United Kingdom
495152,22026,BANQUET BIRTHDAY  CARD,12,2010-01-21,0.42,12978,United Kingdom
495177,22117,METAL SIGN HER DINNER IS SERVED,2,2010-01-21,2.95,14064,United Kingdom
495183,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,2010-01-21,3.95,15296,United Kingdom
495188,82599,FANNY'S REST STOPMETAL SIGN,6,2010-01-21,2.1,13543,United Kingdom
495192,20725,LUNCH BAG RED SPOTTY,10,2010-01-21,1.65,14293,United Kingdom
495215,85152,HAND OVER THE CHOCOLATE   SIGN,6,2010-01-21,2.1,15126,United Kingdom
495230,22292,"SPRING DEC , HANGING CHICK  YELLOW",24,2010-01-22,1.45,13192,United Kingdom
495237,22125,UNION JACK HOT WATER BOTTLE,3,2010-01-22,5.95,17160,United Kingdom
495239,21991,BOHEMIAN COLLAGE STATIONERY SET,2,2010-01-22,2.51,,United Kingdom
495239,90122C,TURQUOISE CRYSTAL+GLASS BRACELET,1,2010-01-22,5.09,,United Kingdom
495239,20727,LUNCH BAG  BLACK SKULL.,1,2010-01-22,4.21,,United Kingdom
495280,21243,PINK  SPOTTY PLATE,8,2010-01-22,1.69,12708,Germany
495300,84937,KASHMIR FOLKART TUMBLERS,36,2010-01-22,2.1,12510,Spain
495310,21432,SET OF 3 CASES WOODLAND DESIGN,4,2010-01-22,5.95,12531,Germany
495314,22223,CAKE PLATE LOVEBIRD PINK,1,2010-01-22,4.95,17888,United Kingdom
495331,22149,FELTCRAFT 6 FLOWER FRIENDS,4,2010-01-22,2.1,17799,United Kingdom
495343,21749,LARGE RED SPOT WINDMILL,2,2010-01-22,4.21,,United Kingdom
495343,21167,WHITE SAGE INCENSE,1,2010-01-22,0.43,,United Kingdom
495352,21440,12 MINI TOADSTOOL PEGS,1,2010-01-24,1.25,17335,United Kingdom
495359,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,20,2010-01-24,2.1,16422,United Kingdom
495362,22315,200 RED + WHITE BENDY STRAWS,6,2010-01-24,1.25,15727,United Kingdom
495365,84686,BEACH HUT MIRROR,1,2010-01-24,4.25,14701,United Kingdom
495369,82580,BATHROOM METAL SIGN,4,2010-01-24,0.55,13527,United Kingdom
495377,85150,LADIES & GENTLEMEN METAL SIGN,6,2010-01-24,2.55,14194,United Kingdom
495383,22028,PENNY FARTHING BIRTHDAY CARD,12,2010-01-24,0.42,17141,United Kingdom
495389,22318,FIVE HEART HANGING DECORATION,1,2010-01-24,2.95,14044,United Kingdom
495392,21485,RED SPOT HEART HOT WATER BOTTLE,3,2010-01-24,4.95,15434,United Kingdom
495395,22060,LARGE CAKE STAND HANGING HEARTS,3,2010-01-24,9.95,14986,United Kingdom
495401,84837,WHITE SWEETHEARTS CABINET 4 DRAWERS,1,2010-01-25,12.75,14329,United Kingdom
495406,15039,SANDALWOOD FAN,3,2010-01-25,1.66,,United Kingdom
495407,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2010-01-25,0.55,13488,United Kingdom
495443,84029E,RED WOOLLY HOTTIE WHITE HEART.,3,2010-01-25,3.75,,United Kingdom
495487,84832,ZINC WILLIE WINKIE  CANDLE STICK,1,2010-01-25,0.85,15311,United Kingdom
495503,21589,SWALLOW GIANT TUBE MATCHES,4,2010-01-25,2.55,15858,United Kingdom
495507,85152,HAND OVER THE CHOCOLATE   SIGN,3,2010-01-25,2.1,14514,United Kingdom
495510,20725,LUNCH BAG RED SPOTTY,1,2010-01-25,1.65,17841,United Kingdom
495529,22367,CHILDS APRON SPACEBOY DESIGN,6,2010-01-25,1.95,17610,United Kingdom
495533,37506,NEW ENGLAND MILK JUG W GIFT BOX,1,2010-01-25,5.95,14376,United Kingdom
495544,84619,BLUE GINGHAM ROSE QUILT,2,2010-01-25,45.95,14538,United Kingdom
495574,85184D,S/4 BLUE ROUND DECOUPAGE BOXES,1,2010-01-25,5.91,,United Kingdom
495574,21693,SMALL HAMMERED SILVER CANDLEPOT,2,2010-01-25,5.91,,United Kingdom
495584,72023F,RED ORGANIC CANDLE IN GLASS,6,2010-01-26,1.25,16719,United Kingdom
495605,22028,PENNY FARTHING BIRTHDAY CARD,12,2010-01-26,0.42,12471,Germany
495680,22117,METAL SIGN HER DINNER IS SERVED,4,2010-01-26,2.95,15950,United Kingdom
495688,47562,ENGLISH ROSE IRONING BOARD COVER,6,2010-01-26,3.75,14527,United Kingdom
495703,21523,FANCY FONT HOME SWEET HOME DOORMAT,1,2010-01-26,6.75,15518,United Kingdom
495707,85113,POLKA DOT PISTACHIO PAIL,8,2010-01-26,2.1,14478,United Kingdom
495711,21188,3D HEARTS  HONEYCOMB PAPER GARLAND,1,2010-01-26,2.95,13097,United Kingdom
495720,21034,REX CASH+CARRY JUMBO SHOPPER,1,2010-01-26,0.95,17059,United Kingdom
495731,22139,RETRO SPOT TEA SET CERAMIC 11 PC,1,2010-01-26,4.95,15959,United Kingdom
495804,85172,HYACINTH BULB T-LIGHT CANDLES,35,2010-01-26,12.72,,United Kingdom
495804,21735,TWO DOOR CURIO CABINET,2,2010-01-26,25.49,,United Kingdom
495806,21078,SET/20 STRAWBERRY PAPER NAPKINS,12,2010-01-27,0.85,15073,United Kingdom
495818,22029,SPACE BOY BIRTHDAY CARD,12,2010-01-27,0.42,14299,United Kingdom
495886,22110,BIRD HOUSE HOT WATER BOTTLE,2,2010-01-27,3.45,14577,United Kingdom
495906,85015,SET OF 12  VINTAGE POSTCARD SET,288,2010-01-27,0.65,13694,United Kingdom
495913,20724,RED SPOTTY CHARLOTTE BAG,10,2010-01-27,0.85,13048,United Kingdom
495920,79067,CORONA MEXICAN TRAY,6,2010-01-27,3.75,15808,United Kingdom
495936,21162,TOXIC AREA  DOOR HANGER,12,2010-01-27,1.45,17865,United Kingdom
495945,21472,LADYBIRD + BEE RAFFIA FOOD COVER,5,2010-01-27,3.75,13758,United Kingdom
495951,90181B,AMETHYST GLASS/SHELL/PEARL NECKLACE,1,2010-01-27,9.34,,United Kingdom
495951,22132,RED LOVE HEART SHAPE CUP,1,2010-01-27,1.66,,United Kingdom
495952,85199S,SMALL HANGING IVORY/RED WOOD BIRD,3,2010-01-27,0.82,,United Kingdom
495953,84692,BOX OF 24 COCKTAIL PARASOLS,1,2010-01-27,0.81,,United Kingdom
495955,48184,DOOR MAT ENGLISH ROSE,2,2010-01-28,6.75,14625,United Kingdom
495963,21232,STRAWBERRY CERAMIC TRINKET BOX,8,2010-01-28,1.25,13448,United Kingdom
496004,79323P,PINK CHERRY LIGHTS,3,2010-01-28,6.75,13820,United Kingdom
496010,21291,SMALL SPOTTY CHOCOLATE GIFT BAG,1,2010-01-28,0.85,17841,United Kingdom
496018,84849B,FAIRY SOAP SOAP HOLDER,4,2010-01-28,1.69,,United Kingdom
496033,22131,FOOD CONTAINER SET 3 LOVE HEART,3,2010-01-28,1.95,12872,United Kingdom
496057,84508B,STRIPES DESIGN TEDDY,6,2010-01-28,2.55,16137,United Kingdom
496063,21833,CAMOUFLAGE LED TORCH,12,2010-01-28,1.69,15137,United Kingdom
