application_id,application_at,observation_cutoff,province_code,province_name,city_code,city_name,customer_segment,channel,requested_amount_fen,declared_income_band,identity_verification_status,income_evidence_status,consent_status,application_consistency,internal_repayment_months,recent_overdue_days,debt_service_ratio_bps,data_nature
CR20260000132,2026-04-05T15:24:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,new_customer,手机银行,1449308,3000-4999,verified,complete,confirmed,consistent,,,3246,deterministic_synthetic
CR20260000133,2026-04-05T16:11:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,new_customer,客户经理,1529227,5000-7999,verified,complete,confirmed,consistent,,,3247,deterministic_synthetic
CR20260000134,2026-04-05T16:58:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,new_customer,合作机构,1609146,8000-11999,verified,complete,confirmed,consistent,,,3248,deterministic_synthetic
CR20260000135,2026-04-05T17:45:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,new_customer,手机银行,1689065,12000+,verified,complete,confirmed,consistent,,,3249,deterministic_synthetic
CR20260000136,2026-04-05T18:32:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,new_customer,客户经理,1768984,3000-4999,verified,complete,confirmed,consistent,,,3250,deterministic_synthetic
CR20260000137,2026-04-05T19:19:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,new_customer,合作机构,1848903,5000-7999,verified,complete,confirmed,consistent,,,3251,deterministic_synthetic
CR20260000138,2026-04-05T20:06:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,new_customer,手机银行,1928822,8000-11999,verified,complete,confirmed,consistent,,,3252,deterministic_synthetic
CR20260000139,2026-04-05T20:53:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,new_customer,客户经理,2008741,12000+,verified,complete,confirmed,consistent,,,3253,deterministic_synthetic
CR20260000140,2026-04-05T21:40:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,new_customer,合作机构,2088660,3000-4999,verified,complete,confirmed,consistent,,,3254,deterministic_synthetic
CR20260000141,2026-04-05T22:27:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,new_customer,手机银行,2168579,5000-7999,verified,complete,confirmed,consistent,,,3255,deterministic_synthetic
CR20260000142,2026-04-05T23:14:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,new_customer,客户经理,2248498,8000-11999,verified,complete,confirmed,consistent,,,3256,deterministic_synthetic
CR20260000143,2026-04-06T00:01:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,new_customer,合作机构,2328417,12000+,verified,complete,confirmed,consistent,,,3257,deterministic_synthetic
CR20260000144,2026-04-06T00:48:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,new_customer,手机银行,2408336,3000-4999,verified,complete,confirmed,consistent,,,3258,deterministic_synthetic
CR20260000145,2026-04-06T01:35:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,new_customer,客户经理,2488255,5000-7999,verified,complete,confirmed,consistent,,,3259,deterministic_synthetic
CR20260000146,2026-04-06T02:22:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,new_customer,合作机构,2568174,8000-11999,verified,complete,confirmed,consistent,,,3260,deterministic_synthetic
CR20260000147,2026-04-06T03:09:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,new_customer,手机银行,2648093,12000+,verified,complete,confirmed,consistent,,,3261,deterministic_synthetic
CR20260000148,2026-04-06T03:56:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,new_customer,客户经理,2728012,3000-4999,verified,complete,confirmed,consistent,,,3262,deterministic_synthetic
CR20260000149,2026-04-06T04:43:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,new_customer,合作机构,2807931,5000-7999,verified,complete,confirmed,consistent,,,3263,deterministic_synthetic
CR20260000150,2026-04-06T05:30:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,new_customer,手机银行,2887850,8000-11999,verified,complete,confirmed,consistent,,,3264,deterministic_synthetic
CR20260000151,2026-04-06T06:17:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,new_customer,客户经理,2967769,12000+,verified,complete,confirmed,consistent,,,3265,deterministic_synthetic
CR20260000152,2026-04-06T07:04:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,new_customer,合作机构,3047688,3000-4999,verified,complete,confirmed,consistent,,,3266,deterministic_synthetic
CR20260000153,2026-04-06T07:51:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,new_customer,手机银行,3127607,5000-7999,verified,complete,confirmed,consistent,,,3267,deterministic_synthetic
CR20260000154,2026-04-06T08:38:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,new_customer,客户经理,3207526,8000-11999,verified,complete,confirmed,consistent,,,3268,deterministic_synthetic
CR20260000155,2026-04-06T09:25:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,new_customer,合作机构,3287445,12000+,verified,complete,confirmed,consistent,,,3269,deterministic_synthetic
CR20260000156,2026-04-06T10:12:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,new_customer,手机银行,3367364,3000-4999,verified,complete,confirmed,consistent,,,3270,deterministic_synthetic
CR20260000157,2026-04-06T10:59:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,new_customer,客户经理,3447283,5000-7999,verified,complete,confirmed,consistent,,,3271,deterministic_synthetic
CR20260000158,2026-04-06T11:46:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,new_customer,合作机构,3527202,8000-11999,verified,complete,confirmed,consistent,,,3272,deterministic_synthetic
CR20260000159,2026-04-06T12:33:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,new_customer,手机银行,3607121,12000+,verified,complete,confirmed,consistent,,,3273,deterministic_synthetic
CR20260000160,2026-04-06T13:20:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,new_customer,客户经理,3687040,3000-4999,verified,complete,confirmed,consistent,,,3274,deterministic_synthetic
CR20260000161,2026-04-06T14:07:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,new_customer,合作机构,3766959,5000-7999,verified,complete,confirmed,consistent,,,3275,deterministic_synthetic
CR20260000162,2026-04-06T14:54:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,new_customer,手机银行,3846878,8000-11999,verified,complete,confirmed,consistent,,,3276,deterministic_synthetic
CR20260000163,2026-04-06T15:41:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,new_customer,客户经理,3926797,12000+,verified,complete,confirmed,consistent,,,3277,deterministic_synthetic
CR20260000164,2026-04-06T16:28:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,new_customer,合作机构,4006716,3000-4999,verified,complete,confirmed,consistent,,,3278,deterministic_synthetic
CR20260000165,2026-04-06T17:15:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,new_customer,手机银行,4086635,5000-7999,verified,complete,confirmed,consistent,,,3279,deterministic_synthetic
CR20260000166,2026-04-06T18:02:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,new_customer,客户经理,4166554,8000-11999,verified,complete,confirmed,consistent,,,3280,deterministic_synthetic
CR20260000167,2026-04-06T18:49:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,new_customer,合作机构,4246473,12000+,verified,complete,confirmed,consistent,,,3281,deterministic_synthetic
CR20260000168,2026-04-06T19:36:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,new_customer,手机银行,4326392,3000-4999,verified,complete,confirmed,consistent,,,3282,deterministic_synthetic
CR20260000169,2026-04-06T20:23:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,new_customer,客户经理,4406311,5000-7999,verified,complete,confirmed,consistent,,,3283,deterministic_synthetic
CR20260000170,2026-04-06T21:10:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,new_customer,合作机构,4486230,8000-11999,verified,complete,confirmed,consistent,,,3284,deterministic_synthetic
CR20260000171,2026-04-06T21:57:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,new_customer,手机银行,4566149,12000+,verified,complete,confirmed,consistent,,,3285,deterministic_synthetic
CR20260000172,2026-04-06T22:44:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,new_customer,客户经理,4646068,3000-4999,verified,complete,confirmed,consistent,,,3286,deterministic_synthetic
CR20260000173,2026-04-06T23:31:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,new_customer,合作机构,4725987,5000-7999,verified,complete,confirmed,consistent,,,3287,deterministic_synthetic
CR20260000174,2026-04-07T00:18:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,new_customer,手机银行,4805906,8000-11999,verified,complete,confirmed,consistent,,,3288,deterministic_synthetic
CR20260000175,2026-04-07T01:05:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,new_customer,客户经理,4885825,12000+,verified,complete,confirmed,consistent,,,3289,deterministic_synthetic
CR20260000176,2026-04-07T01:52:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,new_customer,合作机构,4965744,3000-4999,verified,complete,confirmed,consistent,,,3290,deterministic_synthetic
CR20260000177,2026-04-07T02:39:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,new_customer,手机银行,345663,5000-7999,verified,complete,confirmed,consistent,,,3291,deterministic_synthetic
CR20260000178,2026-04-07T03:26:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,new_customer,客户经理,425582,8000-11999,verified,complete,confirmed,consistent,,,3292,deterministic_synthetic
CR20260000179,2026-04-07T04:13:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,new_customer,合作机构,505501,12000+,verified,complete,confirmed,consistent,,,3293,deterministic_synthetic
CR20260000180,2026-04-07T05:00:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,new_customer,手机银行,585420,3000-4999,verified,complete,confirmed,consistent,,,3294,deterministic_synthetic
CR20260000181,2026-04-07T05:47:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,new_customer,客户经理,665339,5000-7999,verified,complete,confirmed,consistent,,,3295,deterministic_synthetic
CR20260000182,2026-04-07T06:34:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,new_customer,合作机构,745258,8000-11999,verified,complete,confirmed,consistent,,,3296,deterministic_synthetic
CR20260000183,2026-04-07T07:21:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,new_customer,手机银行,825177,12000+,verified,complete,confirmed,consistent,,,3297,deterministic_synthetic
CR20260000184,2026-04-07T08:08:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,new_customer,客户经理,905096,3000-4999,verified,complete,confirmed,consistent,,,3298,deterministic_synthetic
CR20260000185,2026-04-07T08:55:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,new_customer,合作机构,985015,5000-7999,verified,complete,confirmed,consistent,,,3299,deterministic_synthetic
CR20260000186,2026-04-07T09:42:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,new_customer,手机银行,1064934,8000-11999,verified,complete,confirmed,consistent,,,3300,deterministic_synthetic
CR20260000187,2026-04-07T10:29:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,new_customer,客户经理,1144853,12000+,verified,complete,confirmed,consistent,,,3301,deterministic_synthetic
CR20260000188,2026-04-07T11:16:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,new_customer,合作机构,1224772,3000-4999,verified,complete,confirmed,consistent,,,3302,deterministic_synthetic
CR20260000189,2026-04-07T12:03:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,new_customer,手机银行,1304691,5000-7999,verified,complete,confirmed,consistent,,,3303,deterministic_synthetic
CR20260000190,2026-04-07T12:50:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,new_customer,客户经理,1384610,8000-11999,verified,complete,confirmed,consistent,,,3304,deterministic_synthetic
CR20260000191,2026-04-07T13:37:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,new_customer,合作机构,1464529,12000+,verified,complete,confirmed,consistent,,,3305,deterministic_synthetic
CR20260000192,2026-04-07T14:24:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,new_customer,手机银行,1544448,3000-4999,verified,complete,confirmed,consistent,,,3306,deterministic_synthetic
CR20260000193,2026-04-07T15:11:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,new_customer,客户经理,1624367,5000-7999,verified,complete,confirmed,consistent,,,3307,deterministic_synthetic
CR20260000194,2026-04-07T15:58:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,new_customer,合作机构,1704286,8000-11999,verified,complete,confirmed,consistent,,,3308,deterministic_synthetic
CR20260000195,2026-04-07T16:45:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,new_customer,手机银行,1784205,12000+,verified,complete,confirmed,consistent,,,3309,deterministic_synthetic
CR20260000196,2026-04-07T17:32:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,new_customer,客户经理,1864124,3000-4999,verified,complete,confirmed,consistent,,,3310,deterministic_synthetic
CR20260000197,2026-04-07T18:19:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,new_customer,合作机构,1944043,5000-7999,verified,complete,confirmed,consistent,,,3311,deterministic_synthetic
CR20260000198,2026-04-07T19:06:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,new_customer,手机银行,2023962,8000-11999,verified,complete,confirmed,consistent,,,3312,deterministic_synthetic
CR20260000199,2026-04-07T19:53:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,new_customer,客户经理,2103881,12000+,verified,complete,confirmed,consistent,,,3313,deterministic_synthetic
CR20260000200,2026-04-07T20:40:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,new_customer,合作机构,2183800,3000-4999,verified,complete,confirmed,consistent,,,3314,deterministic_synthetic
CR20260000201,2026-04-07T21:27:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,new_customer,手机银行,2263719,5000-7999,verified,complete,confirmed,consistent,,,3315,deterministic_synthetic
CR20260000202,2026-04-07T22:14:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,new_customer,客户经理,2343638,8000-11999,verified,complete,confirmed,consistent,,,3316,deterministic_synthetic
CR20260000203,2026-04-07T23:01:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,new_customer,合作机构,2423557,12000+,verified,complete,confirmed,consistent,,,3317,deterministic_synthetic
CR20260000204,2026-04-07T23:48:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,new_customer,手机银行,2503476,3000-4999,verified,complete,confirmed,consistent,,,3318,deterministic_synthetic
CR20260000205,2026-04-08T00:35:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,new_customer,客户经理,2583395,5000-7999,verified,complete,confirmed,consistent,,,3319,deterministic_synthetic
CR20260000206,2026-04-08T01:22:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,new_customer,合作机构,2663314,8000-11999,verified,complete,confirmed,consistent,,,3320,deterministic_synthetic
CR20260000207,2026-04-08T02:09:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,new_customer,手机银行,2743233,12000+,verified,complete,confirmed,consistent,,,3321,deterministic_synthetic
CR20260000208,2026-04-08T02:56:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,new_customer,客户经理,2823152,3000-4999,verified,complete,confirmed,consistent,,,3322,deterministic_synthetic
CR20260000209,2026-04-08T03:43:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,new_customer,合作机构,2903071,5000-7999,verified,complete,confirmed,consistent,,,3323,deterministic_synthetic
CR20260000210,2026-04-08T04:30:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,new_customer,手机银行,2982990,8000-11999,verified,complete,confirmed,consistent,,,3324,deterministic_synthetic
CR20260000211,2026-04-08T05:17:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,new_customer,客户经理,3062909,12000+,verified,complete,confirmed,consistent,,,3325,deterministic_synthetic
CR20260000212,2026-04-08T06:04:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,new_customer,合作机构,3142828,3000-4999,verified,complete,confirmed,consistent,,,3326,deterministic_synthetic
CR20260000213,2026-04-08T06:51:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,new_customer,手机银行,3222747,5000-7999,verified,complete,confirmed,consistent,,,3327,deterministic_synthetic
CR20260000214,2026-04-08T07:38:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,new_customer,客户经理,3302666,8000-11999,verified,complete,confirmed,consistent,,,3328,deterministic_synthetic
CR20260000215,2026-04-08T08:25:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,new_customer,合作机构,3382585,12000+,verified,complete,confirmed,consistent,,,3329,deterministic_synthetic
CR20260000216,2026-04-08T09:12:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,new_customer,手机银行,3462504,3000-4999,verified,complete,confirmed,consistent,,,3330,deterministic_synthetic
