unique_key,created_date,closed_date,agency,complaint_type,descriptor,status,borough
69041682,2025-10-12,2025-11-05,NYPD,Heat/Hot Water,Loud Music,Closed,BROOKLYN
60468070,2025-11-15,2025-12-26,DSNY,Heat/Hot Water,Loud Music,Closed,BROOKLYN
69735052,2025-11-21,,HPD,Noise,No Heat,Open,BROOKLYN
68877758,2025-09-05,2025-12-09,DSNY,Noise,Blocked Driveway,Closed,BRONX
63964980,2025-09-23,,DEP,Street Condition,No Heat,Open,BRONX
60056277,2025-12-05,2025-12-07,NYPD,Illegal Parking,Pothole,Closed,STATEN ISLAND
68407081,2025-10-02,2025-12-21,HPD,Water System,Pothole,Closed,MANHATTAN
69245054,2025-11-04,,DOT,Street Condition,Blocked Driveway,Open,BRONX
67359828,2025-12-28,2025-11-18,DOT,Illegal Parking,Blocked Driveway,Closed,BROOKLYN
69703508,2025-11-05,2025-11-02,DOT,Noise,Leak,Closed,STATEN ISLAND
61613991,2025-12-23,2025-12-21,DEP,Street Condition,Loud Music,Closed,STATEN ISLAND
60348834,2025-10-01,2025-12-26,HPD,Heat/Hot Water,Loud Music,Closed,BROOKLYN
69473858,2025-11-30,2025-11-22,DOT,Noise,Blocked Driveway,Closed,STATEN ISLAND
68221576,2025-09-30,,DEP,Street Condition,Loud Music,Open,MANHATTAN
68707689,2025-09-15,,DEP,Water System,No Heat,Open,QUEENS
62253296,2025-09-29,2025-12-17,DOT,Water System,Loud Music,Closed,STATEN ISLAND
67776613,2025-10-05,2025-12-06,NYPD,Illegal Parking,Loud Music,Closed,STATEN ISLAND
65621542,2025-09-18,2025-12-07,DEP,Street Condition,Leak,Closed,STATEN ISLAND
62376518,2025-12-12,2025-12-30,HPD,Street Condition,Pothole,Closed,BRONX
68187686,2025-11-11,2025-12-16,DEP,Noise,No Heat,Closed,MANHATTAN
67691625,2025-12-02,2025-11-10,HPD,Heat/Hot Water,Blocked Driveway,Closed,QUEENS
67156170,2025-12-27,2025-12-21,DSNY,Noise,Pothole,Closed,BROOKLYN
60114406,2025-11-26,2025-12-03,DEP,Noise,Loud Music,Closed,BRONX
68177276,2025-12-02,,DEP,Street Condition,Pothole,Open,STATEN ISLAND
69404638,2025-12-09,,DSNY,Noise,Blocked Driveway,Open,QUEENS
69043953,2025-10-02,2025-12-15,HPD,Street Condition,Blocked Driveway,Closed,QUEENS
68359780,2025-10-24,2025-11-29,NYPD,Street Condition,Blocked Driveway,Closed,BRONX
60771185,2025-09-06,2025-11-06,DOT,Street Condition,Loud Music,Closed,QUEENS
60580837,2025-10-04,2025-12-02,DSNY,Heat/Hot Water,Blocked Driveway,Closed,BROOKLYN
61663225,2025-12-26,,DSNY,Heat/Hot Water,Pothole,Open,STATEN ISLAND
60710759,2025-11-16,2025-11-18,DOT,Noise,No Heat,Closed,MANHATTAN
64301088,2025-11-18,2025-11-02,DSNY,Illegal Parking,Leak,Closed,QUEENS
64179685,2025-11-05,,NYPD,Illegal Parking,No Heat,Open,QUEENS
60374350,2025-11-20,2025-12-26,NYPD,Noise,Loud Music,Closed,STATEN ISLAND
66763531,2025-12-17,,DOT,Noise,Leak,Open,BRONX
61410986,2025-11-09,,DSNY,Street Condition,Loud Music,Open,STATEN ISLAND
66927767,2025-10-19,2025-12-31,DSNY,Water System,Leak,Closed,BROOKLYN
69668675,2025-12-30,,DOT,Street Condition,Pothole,Open,BRONX
69163146,2025-09-22,,DOT,Heat/Hot Water,Pothole,Open,MANHATTAN
67654078,2025-09-12,2025-12-22,DOT,Street Condition,Loud Music,Closed,QUEENS
66019796,2025-10-15,,DSNY,Noise,Leak,Open,MANHATTAN
64600189,2025-12-05,,HPD,Heat/Hot Water,Blocked Driveway,Open,BROOKLYN
66827315,2025-09-13,,DSNY,Street Condition,Pothole,Open,QUEENS
62819692,2025-12-04,,DSNY,Illegal Parking,No Heat,Open,STATEN ISLAND
62117893,2025-10-10,2025-11-09,DEP,Noise,No Heat,Closed,QUEENS
63117888,2025-12-10,2025-11-24,HPD,Heat/Hot Water,Pothole,Closed,BROOKLYN
68987072,2025-10-04,2025-11-24,NYPD,Illegal Parking,Pothole,Closed,STATEN ISLAND
66400292,2025-11-04,2025-12-29,NYPD,Street Condition,Loud Music,Closed,QUEENS
65875751,2025-12-20,2025-12-19,HPD,Water System,Pothole,Closed,BROOKLYN
65651631,2025-09-03,2025-12-10,DSNY,Street Condition,Loud Music,Closed,QUEENS
64781572,2025-10-13,2025-11-14,HPD,Street Condition,No Heat,Closed,BROOKLYN
67473285,2025-12-23,2025-12-16,DOT,Illegal Parking,Pothole,Closed,STATEN ISLAND
65918521,2025-12-25,2025-12-12,DOT,Illegal Parking,Pothole,Closed,STATEN ISLAND
62870463,2025-10-04,2025-11-08,DSNY,Illegal Parking,Blocked Driveway,Closed,QUEENS
67628188,2025-10-22,2025-12-09,HPD,Heat/Hot Water,No Heat,Closed,QUEENS
69751438,2025-12-18,2025-11-02,DEP,Illegal Parking,Leak,Closed,BRONX
67050095,2025-11-10,2025-12-06,DSNY,Noise,Loud Music,Closed,BROOKLYN
61824622,2025-12-19,2025-11-07,DSNY,Water System,Leak,Closed,QUEENS
65670152,2025-12-19,2025-12-11,HPD,Illegal Parking,Pothole,Closed,STATEN ISLAND
67338050,2025-11-17,2025-11-26,DOT,Street Condition,Blocked Driveway,Closed,MANHATTAN
61119899,2025-11-09,,HPD,Heat/Hot Water,Blocked Driveway,Open,STATEN ISLAND
62214963,2025-11-19,2025-11-29,HPD,Noise,Loud Music,Closed,BROOKLYN
69243950,2025-11-29,,NYPD,Street Condition,Pothole,Open,BROOKLYN
61929642,2025-09-23,,HPD,Noise,Loud Music,Open,BRONX
64278619,2025-12-15,2025-12-17,DEP,Heat/Hot Water,Blocked Driveway,Closed,QUEENS
68001100,2025-09-06,2025-12-23,DOT,Heat/Hot Water,Leak,Closed,BROOKLYN
62637769,2025-10-21,2025-12-13,DEP,Street Condition,Loud Music,Closed,BRONX
69618464,2025-10-23,2025-11-22,DEP,Illegal Parking,No Heat,Closed,BRONX
67425317,2025-12-02,,DSNY,Noise,Pothole,Open,BROOKLYN
65201505,2025-11-05,2025-12-12,DEP,Illegal Parking,Loud Music,Closed,QUEENS
65526553,2025-11-23,2025-11-05,DEP,Water System,Blocked Driveway,Closed,QUEENS
61082483,2025-10-07,2025-12-25,DEP,Street Condition,No Heat,Closed,BRONX
62752391,2025-12-30,2025-12-07,DSNY,Heat/Hot Water,Blocked Driveway,Closed,BROOKLYN
63435732,2025-10-25,2025-12-15,DEP,Street Condition,Pothole,Closed,QUEENS
61717244,2025-11-06,2025-12-23,DOT,Water System,No Heat,Closed,STATEN ISLAND
60389313,2025-10-10,2025-12-31,DEP,Illegal Parking,Blocked Driveway,Closed,BROOKLYN
66261974,2025-09-29,2025-12-19,DOT,Noise,Leak,Closed,MANHATTAN
64741780,2025-09-14,2025-11-17,DSNY,Street Condition,Loud Music,Closed,MANHATTAN
63999407,2025-10-07,2025-11-23,DSNY,Heat/Hot Water,Blocked Driveway,Closed,STATEN ISLAND
64306207,2025-12-17,,HPD,Illegal Parking,No Heat,Open,STATEN ISLAND
67290636,2025-11-09,2025-12-13,NYPD,Illegal Parking,Blocked Driveway,Closed,BROOKLYN
66081169,2025-10-11,2025-12-16,HPD,Heat/Hot Water,Leak,Closed,BROOKLYN
65551958,2025-12-10,2025-11-13,DEP,Illegal Parking,Leak,Closed,QUEENS
62211163,2025-12-25,2025-11-30,NYPD,Illegal Parking,Blocked Driveway,Closed,MANHATTAN
61013208,2025-09-09,2025-11-14,NYPD,Heat/Hot Water,Leak,Closed,QUEENS
68508091,2025-11-07,,DSNY,Noise,No Heat,Open,BRONX
64690300,2025-12-22,2025-12-04,NYPD,Heat/Hot Water,Loud Music,Closed,BRONX
63216102,2025-10-14,,DOT,Street Condition,Pothole,Open,STATEN ISLAND
66293968,2025-10-14,2025-12-27,DSNY,Noise,Pothole,Closed,QUEENS
60321107,2025-12-21,2025-11-07,NYPD,Noise,Pothole,Closed,MANHATTAN
64876126,2025-11-06,2025-11-25,DEP,Noise,No Heat,Closed,BROOKLYN
61423537,2025-09-27,,HPD,Heat/Hot Water,Loud Music,Open,STATEN ISLAND
69005221,2025-10-22,,NYPD,Noise,Pothole,Open,MANHATTAN
62307299,2025-10-29,2025-11-20,HPD,Water System,Leak,Closed,BROOKLYN
69461550,2025-09-18,,DOT,Water System,Loud Music,Open,STATEN ISLAND
64845462,2025-11-03,2025-12-20,NYPD,Street Condition,Blocked Driveway,Closed,STATEN ISLAND
61587739,2025-11-07,2025-12-16,DEP,Illegal Parking,Leak,Closed,BROOKLYN
64519203,2025-12-30,2025-11-02,DEP,Water System,No Heat,Closed,QUEENS
68244297,2025-09-17,2025-11-09,NYPD,Street Condition,Blocked Driveway,Closed,MANHATTAN
60160394,2025-12-10,2025-12-04,NYPD,Heat/Hot Water,Loud Music,Closed,QUEENS
65314048,2025-11-27,,NYPD,Heat/Hot Water,Pothole,Open,STATEN ISLAND
60041717,2025-10-28,2025-11-20,DSNY,Water System,Blocked Driveway,Closed,BROOKLYN
62241858,2025-10-21,,NYPD,Street Condition,Loud Music,Open,BROOKLYN
66418070,2025-10-13,,HPD,Water System,Leak,Open,MANHATTAN
69613641,2025-09-30,,HPD,Heat/Hot Water,Blocked Driveway,Open,BROOKLYN
61524006,2025-09-18,2025-11-29,HPD,Noise,Blocked Driveway,Closed,QUEENS
64708507,2025-09-25,,HPD,Street Condition,Loud Music,Open,STATEN ISLAND
67371742,2025-12-06,,DOT,Water System,Leak,Open,MANHATTAN
60600383,2025-09-16,2025-11-20,DOT,Illegal Parking,No Heat,Closed,QUEENS
65360766,2025-12-27,2026-01-01,NYPD,Noise,Blocked Driveway,Closed,QUEENS
60170480,2025-11-07,2025-11-26,HPD,Water System,No Heat,Closed,QUEENS
61495136,2025-10-26,2025-11-15,HPD,Noise,Blocked Driveway,Closed,MANHATTAN
66772206,2025-12-06,2025-12-08,DEP,Water System,Loud Music,Closed,BRONX
63979240,2025-09-18,2025-12-15,DSNY,Street Condition,Pothole,Closed,BRONX
69672014,2025-09-15,2025-11-08,DEP,Noise,Leak,Closed,STATEN ISLAND
68858513,2025-11-17,2025-12-06,DOT,Water System,Loud Music,Closed,STATEN ISLAND
67407585,2025-12-25,2025-11-13,DEP,Noise,Pothole,Closed,QUEENS
67603954,2025-12-27,,NYPD,Illegal Parking,Loud Music,Open,BRONX
61752608,2025-12-10,2025-12-30,DSNY,Water System,No Heat,Closed,STATEN ISLAND
69800110,2025-10-25,2025-11-06,DOT,Illegal Parking,Blocked Driveway,Closed,STATEN ISLAND
60081555,2025-10-22,2025-12-02,DEP,Noise,Loud Music,Closed,BROOKLYN
63643999,2025-09-18,2025-12-12,HPD,Heat/Hot Water,Pothole,Closed,BRONX
61008548,2025-12-21,,DSNY,Street Condition,Pothole,Open,BROOKLYN
61633594,2025-09-12,,NYPD,Street Condition,Blocked Driveway,Open,MANHATTAN
66188521,2025-09-25,,HPD,Street Condition,Loud Music,Open,MANHATTAN
61116889,2025-12-20,2025-11-03,DSNY,Noise,Leak,Closed,BRONX
67380617,2025-12-11,2025-12-16,DSNY,Illegal Parking,No Heat,Closed,STATEN ISLAND
66151637,2025-10-13,2026-01-01,DSNY,Street Condition,Leak,Closed,BRONX
64270130,2025-10-17,2025-12-11,DEP,Noise,Loud Music,Closed,MANHATTAN
67349958,2025-10-26,2025-12-24,DOT,Illegal Parking,No Heat,Closed,BROOKLYN
66837442,2025-10-18,2025-11-10,DSNY,Illegal Parking,Leak,Closed,MANHATTAN
69598319,2025-10-14,,HPD,Street Condition,Blocked Driveway,Open,QUEENS
61442354,2025-09-30,2025-12-21,DSNY,Street Condition,Blocked Driveway,Closed,QUEENS
60393776,2025-12-27,,DSNY,Street Condition,Loud Music,Open,QUEENS
64952865,2025-11-22,2025-11-28,NYPD,Illegal Parking,No Heat,Closed,MANHATTAN
63430955,2025-10-27,,DSNY,Street Condition,Leak,Open,QUEENS
67828976,2025-11-01,2025-12-21,DSNY,Illegal Parking,No Heat,Closed,QUEENS
63202201,2025-09-28,2025-12-08,DOT,Heat/Hot Water,Blocked Driveway,Closed,STATEN ISLAND
61496215,2025-09-15,2025-12-21,NYPD,Heat/Hot Water,Pothole,Closed,STATEN ISLAND
60532611,2025-09-21,2025-12-21,DSNY,Street Condition,Leak,Closed,BRONX
66130125,2025-09-16,2025-12-12,HPD,Noise,No Heat,Closed,STATEN ISLAND
63174446,2025-12-18,2025-11-30,NYPD,Noise,Loud Music,Closed,QUEENS
66214725,2025-12-10,,DOT,Noise,Blocked Driveway,Open,QUEENS
68633125,2025-10-09,2025-12-14,DEP,Street Condition,Loud Music,Closed,BRONX
63151703,2025-09-08,2025-12-19,DEP,Heat/Hot Water,Blocked Driveway,Closed,BROOKLYN
61752192,2025-11-16,2025-12-14,NYPD,Street Condition,Loud Music,Closed,MANHATTAN
61493245,2025-09-04,2025-11-22,NYPD,Heat/Hot Water,Pothole,Closed,MANHATTAN
61435844,2025-10-27,2025-11-26,DSNY,Noise,Loud Music,Closed,STATEN ISLAND
69899264,2025-09-29,2025-11-09,DEP,Noise,Pothole,Closed,STATEN ISLAND
63787982,2025-12-29,,DEP,Noise,Blocked Driveway,Open,BRONX
61808067,2025-09-17,2025-11-20,DOT,Heat/Hot Water,Pothole,Closed,BROOKLYN
64528093,2025-12-12,2025-11-16,DSNY,Noise,No Heat,Closed,STATEN ISLAND
67039031,2025-12-10,2025-11-07,DSNY,Illegal Parking,No Heat,Closed,MANHATTAN
66720107,2025-12-02,2025-11-29,DOT,Water System,Loud Music,Closed,BRONX
64009741,2025-10-11,2025-12-10,DSNY,Heat/Hot Water,No Heat,Closed,QUEENS
65766023,2025-10-27,,DOT,Water System,Blocked Driveway,Open,MANHATTAN
66634537,2025-09-14,,DEP,Water System,No Heat,Open,QUEENS
64978823,2025-12-01,,HPD,Heat/Hot Water,Blocked Driveway,Open,QUEENS
69454532,2025-12-14,2025-12-10,DEP,Heat/Hot Water,Loud Music,Closed,BROOKLYN
65684322,2025-09-24,2025-12-04,DEP,Water System,No Heat,Closed,BROOKLYN
69716598,2025-09-08,,NYPD,Street Condition,Loud Music,Open,MANHATTAN
65587770,2025-11-03,2025-12-25,DOT,Street Condition,Pothole,Closed,BRONX
64573016,2025-09-11,2025-12-17,DEP,Street Condition,No Heat,Closed,BROOKLYN
69383059,2025-12-05,,NYPD,Illegal Parking,Blocked Driveway,Open,QUEENS
68151887,2025-09-04,2025-12-13,DOT,Illegal Parking,Blocked Driveway,Closed,STATEN ISLAND
64316117,2025-11-13,2025-11-19,DEP,Street Condition,Leak,Closed,BROOKLYN
63434677,2025-11-21,,DEP,Heat/Hot Water,Leak,Open,BRONX
64390162,2025-09-25,,DEP,Heat/Hot Water,Pothole,Open,MANHATTAN
63398628,2025-11-10,,DSNY,Noise,No Heat,Open,BROOKLYN
66351220,2025-11-24,2025-12-31,NYPD,Street Condition,Leak,Closed,MANHATTAN
61061465,2025-10-01,2025-12-22,DOT,Street Condition,Leak,Closed,BRONX
67184344,2025-10-31,2025-11-05,NYPD,Water System,Loud Music,Closed,BROOKLYN
69794728,2025-10-10,2025-12-03,DEP,Street Condition,Blocked Driveway,Closed,MANHATTAN
62215361,2025-09-13,,DOT,Heat/Hot Water,Leak,Open,QUEENS
62274626,2025-09-15,,DSNY,Heat/Hot Water,No Heat,Open,STATEN ISLAND
63047981,2025-12-04,2025-12-16,NYPD,Heat/Hot Water,Leak,Closed,MANHATTAN
63633536,2025-12-14,,NYPD,Street Condition,Leak,Open,MANHATTAN
68570597,2025-11-16,2025-12-25,DSNY,Illegal Parking,Leak,Closed,QUEENS
61069442,2025-10-29,2025-11-16,DEP,Water System,No Heat,Closed,MANHATTAN
60918397,2025-11-05,2025-11-17,DSNY,Street Condition,Leak,Closed,STATEN ISLAND
60703356,2025-12-07,2025-12-24,HPD,Street Condition,Leak,Closed,STATEN ISLAND
64238074,2025-09-09,,HPD,Street Condition,Blocked Driveway,Open,STATEN ISLAND
60299003,2025-12-23,2025-11-06,DOT,Water System,Leak,Closed,STATEN ISLAND
65791393,2025-12-25,2025-12-01,HPD,Noise,Blocked Driveway,Closed,MANHATTAN
61466776,2025-10-04,,DOT,Illegal Parking,Leak,Open,QUEENS
68749125,2025-11-03,,NYPD,Heat/Hot Water,Blocked Driveway,Open,MANHATTAN
68666799,2025-11-02,2025-11-26,NYPD,Illegal Parking,Loud Music,Closed,MANHATTAN
65942243,2025-10-02,2025-12-25,DEP,Street Condition,No Heat,Closed,QUEENS
62396084,2025-12-29,2025-12-19,DSNY,Street Condition,Pothole,Closed,BROOKLYN
67366810,2025-10-26,,HPD,Illegal Parking,Pothole,Open,BROOKLYN
67137037,2025-12-13,2025-12-31,HPD,Heat/Hot Water,Leak,Closed,STATEN ISLAND
65525869,2025-12-04,2025-12-03,DEP,Noise,Loud Music,Closed,BRONX
66279664,2025-09-10,2025-12-12,NYPD,Water System,Blocked Driveway,Closed,BROOKLYN
69123297,2025-10-28,2025-12-04,DOT,Heat/Hot Water,Leak,Closed,BROOKLYN
69359543,2025-10-27,2025-11-06,DEP,Illegal Parking,Leak,Closed,BROOKLYN
69182760,2025-11-04,2025-11-07,DSNY,Water System,Pothole,Closed,MANHATTAN
61239799,2025-11-15,2025-11-11,NYPD,Noise,Blocked Driveway,Closed,BRONX
60774483,2025-09-24,2025-11-16,DEP,Heat/Hot Water,Pothole,Closed,STATEN ISLAND
61399636,2025-10-13,2025-12-18,HPD,Illegal Parking,Blocked Driveway,Closed,BRONX
68703235,2025-12-01,2025-12-19,HPD,Illegal Parking,Blocked Driveway,Closed,BRONX
63783344,2025-09-25,2025-12-12,DSNY,Heat/Hot Water,Pothole,Closed,QUEENS
63260418,2025-11-29,2025-12-04,HPD,Heat/Hot Water,No Heat,Closed,MANHATTAN
61810494,2025-11-02,2025-12-17,NYPD,Heat/Hot Water,No Heat,Closed,STATEN ISLAND
69186994,2025-10-12,2025-12-03,DEP,Water System,Loud Music,Closed,QUEENS
62365605,2025-10-28,,DSNY,Heat/Hot Water,Pothole,Open,MANHATTAN
67534134,2025-11-10,,HPD,Illegal Parking,Blocked Driveway,Open,BRONX
62792958,2025-09-06,2025-11-17,DEP,Heat/Hot Water,No Heat,Closed,QUEENS
69810048,2025-12-06,,NYPD,Water System,Loud Music,Open,STATEN ISLAND
61504157,2025-12-20,2025-12-23,DSNY,Noise,Pothole,Closed,MANHATTAN
66666624,2025-09-12,2025-12-29,NYPD,Illegal Parking,Blocked Driveway,Closed,QUEENS
65604378,2025-11-15,2025-11-28,DSNY,Water System,Blocked Driveway,Closed,STATEN ISLAND
65852552,2025-11-16,2025-11-18,NYPD,Noise,Leak,Closed,BROOKLYN
63797020,2025-12-15,2025-11-11,DOT,Noise,Loud Music,Closed,MANHATTAN
64005862,2025-10-20,2025-12-07,NYPD,Noise,Leak,Closed,BRONX
68790520,2025-11-28,2025-12-19,DEP,Water System,Leak,Closed,QUEENS
68026589,2025-09-08,2026-01-01,HPD,Street Condition,Leak,Closed,BRONX
69569017,2025-11-19,2025-12-19,DEP,Heat/Hot Water,Loud Music,Closed,QUEENS
69146704,2025-11-18,2025-11-20,DOT,Noise,Leak,Closed,STATEN ISLAND
69144489,2025-11-13,2025-12-27,HPD,Street Condition,Leak,Closed,STATEN ISLAND
61643910,2025-10-19,,DOT,Water System,Blocked Driveway,Open,BROOKLYN
62987254,2025-09-16,2025-12-30,DEP,Heat/Hot Water,Blocked Driveway,Closed,MANHATTAN
63357495,2025-10-15,2025-11-12,HPD,Noise,No Heat,Closed,STATEN ISLAND
61774028,2025-12-28,2025-12-28,DSNY,Street Condition,Pothole,Closed,BRONX
65652555,2025-09-25,2025-12-01,NYPD,Illegal Parking,Loud Music,Closed,BRONX
64336830,2025-12-21,2025-12-05,HPD,Street Condition,Pothole,Closed,BRONX
62516252,2025-09-28,2025-11-19,DSNY,Water System,Loud Music,Closed,STATEN ISLAND
61072058,2025-12-29,2025-11-30,DEP,Water System,Loud Music,Closed,BRONX
60338094,2025-10-18,2025-11-23,HPD,Noise,Leak,Closed,QUEENS
68087234,2025-12-12,2025-12-02,DSNY,Noise,Loud Music,Closed,STATEN ISLAND
66914673,2025-11-09,2025-11-25,HPD,Noise,No Heat,Closed,BRONX
63537122,2025-09-17,,DEP,Water System,Blocked Driveway,Open,MANHATTAN
69512866,2025-11-18,,DSNY,Noise,Loud Music,Open,QUEENS
68090252,2025-11-16,2025-11-16,NYPD,Street Condition,Leak,Closed,BRONX
66230490,2025-09-08,2025-12-05,DSNY,Noise,No Heat,Closed,QUEENS
65884476,2025-10-08,2025-12-11,DOT,Water System,Pothole,Closed,BROOKLYN
66417312,2025-12-09,2025-11-09,DOT,Illegal Parking,Pothole,Closed,MANHATTAN
64875810,2025-09-12,2025-12-23,NYPD,Heat/Hot Water,Loud Music,Closed,MANHATTAN
