No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,observed_at,missing_pollutant_count,data_nature
3101,2013,7,8,4,57.0,43.0,3.0,21.0,400.0,122.0,23.7,996.3,23.4,0.0,NE,2.3,Aotizhongxin,2013-07-08 04:00:00,0,public-derived
3121,2013,7,9,0,166.0,128.0,9.0,84.0,1300.0,9.0,24.8,997.5,24.5,0.0,NNE,1.1,Aotizhongxin,2013-07-09 00:00:00,0,public-derived
3141,2013,7,9,20,37.0,51.0,3.0,57.0,600.0,23.0,22.8,998.3,22.5,0.0,NNW,0.9,Aotizhongxin,2013-07-09 20:00:00,0,public-derived
3161,2013,7,10,16,21.0,30.0,3.0,44.0,500.0,56.0,22.8,1000.3,21.8,0.2,NNW,0.7,Aotizhongxin,2013-07-10 16:00:00,0,public-derived
3181,2013,7,11,12,38.0,59.0,4.0,58.0,700.0,19.0,26.8,1001.1,22.2,0.0,W,0.8,Aotizhongxin,2013-07-11 12:00:00,0,public-derived
3201,2013,7,12,8,63.0,93.0,6.0,72.0,,5.9976,26.7,1001.5,21.2,0.0,E,0.9,Aotizhongxin,2013-07-12 08:00:00,1,public-derived
3221,2013,7,13,4,138.0,136.0,9.0,37.0,800.0,7.0,25.1,1001.1,23.5,0.0,W,0.9,Aotizhongxin,2013-07-13 04:00:00,0,public-derived
3241,2013,7,14,0,167.0,151.0,14.0,42.0,1500.0,144.0,26.2,1002.2,23.3,0.0,SW,1.5,Aotizhongxin,2013-07-14 00:00:00,0,public-derived
3261,2013,7,14,20,85.0,109.0,11.0,49.0,700.0,90.0,25.3,1001.3,23.0,0.0,SW,1.8,Aotizhongxin,2013-07-14 20:00:00,0,public-derived
3281,2013,7,15,16,42.0,32.0,4.0,51.0,1000.0,2.0,24.3,991.2,24.0,3.8,WSW,0.0,Aotizhongxin,2013-07-15 16:00:00,0,public-derived
3301,2013,7,16,12,7.0,7.0,3.0,13.0,200.0,90.0,31.8,995.1,13.5,0.0,NW,2.2,Aotizhongxin,2013-07-16 12:00:00,0,public-derived
3321,2013,7,17,8,31.0,77.0,10.0,50.0,500.0,8.0,25.5,1001.2,18.4,0.0,ENE,1.6,Aotizhongxin,2013-07-17 08:00:00,0,public-derived
3341,2013,7,18,4,153.0,161.0,17.0,62.0,1200.0,24.0,25.0,999.8,22.7,0.0,SSE,1.0,Aotizhongxin,2013-07-18 04:00:00,0,public-derived
3361,2013,7,19,0,103.0,100.0,14.0,49.0,700.0,64.0,23.8,997.8,21.1,0.0,W,1.1,Aotizhongxin,2013-07-19 00:00:00,0,public-derived
3381,2013,7,19,20,104.0,127.0,8.0,56.0,800.0,139.0,27.1,997.1,22.7,0.0,SW,1.7,Aotizhongxin,2013-07-19 20:00:00,0,public-derived
3401,2013,7,20,16,13.0,18.0,4.0,20.0,200.0,160.0,30.5,997.4,17.6,0.0,E,1.0,Aotizhongxin,2013-07-20 16:00:00,0,public-derived
3421,2013,7,21,12,106.0,126.0,9.0,80.0,1000.0,66.0,29.8,999.5,23.0,0.0,SSW,2.2,Aotizhongxin,2013-07-21 12:00:00,0,public-derived
3441,2013,7,22,8,114.0,209.0,12.0,91.0,,,27.4,999.7,22.6,0.0,SSW,0.6,Aotizhongxin,2013-07-22 08:00:00,2,public-derived
3461,2013,7,23,4,52.0,105.0,14.0,30.0,400.0,73.0,23.9,996.4,17.6,0.0,SSW,1.2,Aotizhongxin,2013-07-23 04:00:00,0,public-derived
3481,2013,7,24,0,53.0,87.0,5.0,51.0,400.0,53.0,22.8,993.1,21.8,0.0,SSW,0.0,Aotizhongxin,2013-07-24 00:00:00,0,public-derived
3501,2013,7,24,20,19.0,54.0,8.0,39.0,400.0,88.0,26.0,994.8,21.4,0.0,W,0.7,Aotizhongxin,2013-07-24 20:00:00,0,public-derived
3521,2013,7,25,16,23.0,71.0,10.0,28.0,300.0,196.0,35.5,994.4,19.0,0.0,SW,2.1,Aotizhongxin,2013-07-25 16:00:00,0,public-derived
3541,2013,7,26,12,56.0,120.0,22.0,64.0,2400.0,20.0,23.3,999.0,22.3,0.2,NE,1.6,Aotizhongxin,2013-07-26 12:00:00,0,public-derived
3561,2013,7,27,8,89.0,54.0,5.0,47.0,1100.0,17.0,23.9,995.7,23.2,0.0,ENE,0.6,Aotizhongxin,2013-07-27 08:00:00,0,public-derived
3581,2013,7,28,4,135.0,112.0,6.0,,2700.0,2.0,22.2,994.6,22.0,0.0,NNE,0.6,Aotizhongxin,2013-07-28 04:00:00,1,public-derived
3601,2013,7,29,0,36.0,92.0,4.0,87.0,600.0,3.0,26.5,994.7,22.3,0.0,NE,0.8,Aotizhongxin,2013-07-29 00:00:00,0,public-derived
3621,2013,7,29,20,58.0,127.0,4.0,116.0,1000.0,91.0,28.6,994.3,22.8,0.0,WSW,1.7,Aotizhongxin,2013-07-29 20:00:00,0,public-derived
3641,2013,7,30,16,71.0,58.0,9.0,36.0,600.0,233.0,33.8,989.1,24.7,0.0,SW,2.1,Aotizhongxin,2013-07-30 16:00:00,0,public-derived
3661,2013,7,31,12,45.0,56.0,8.0,71.0,600.0,111.0,31.8,993.2,22.5,0.0,SW,3.0,Aotizhongxin,2013-07-31 12:00:00,0,public-derived
3681,2013,8,1,8,41.0,34.0,4.0,37.0,400.0,48.0,23.6,999.2,21.3,0.0,NE,1.5,Aotizhongxin,2013-08-01 08:00:00,0,public-derived
3701,2013,8,2,4,67.0,110.0,5.0,73.0,800.0,2.0,21.2,999.9,21.0,0.0,E,0.7,Aotizhongxin,2013-08-02 04:00:00,0,public-derived
3721,2013,8,3,0,35.0,76.0,5.0,86.0,400.0,8.0,22.3,1001.2,20.4,0.0,SW,1.4,Aotizhongxin,2013-08-03 00:00:00,0,public-derived
3741,2013,8,3,20,33.0,65.0,6.0,29.0,,152.7246,27.6,997.4,22.1,0.0,SW,1.8,Aotizhongxin,2013-08-03 20:00:00,1,public-derived
3761,2013,8,4,16,110.0,171.0,8.0,39.0,,241.8318,32.8,990.5,24.3,0.0,SSW,1.4,Aotizhongxin,2013-08-04 16:00:00,1,public-derived
3781,2013,8,5,12,43.0,54.0,4.5696,51.9409,,170.9316,31.0,992.8,21.8,0.0,WSW,1.1,Aotizhongxin,2013-08-05 12:00:00,1,public-derived
3801,2013,8,6,8,135.0,163.0,3.9984,73.7027,,12.6378,28.0,994.7,24.0,0.0,NNW,0.9,Aotizhongxin,2013-08-06 08:00:00,1,public-derived
3821,2013,8,7,4,30.0,17.0,3.0,24.0,,75.1842,24.5,996.9,23.1,0.0,NE,1.0,Aotizhongxin,2013-08-07 04:00:00,1,public-derived
3841,2013,8,8,0,17.0,20.0,6.0,63.0,,16.9218,21.7,995.3,20.9,0.0,W,0.8,Aotizhongxin,2013-08-08 00:00:00,1,public-derived
3861,2013,8,8,20,40.0,160.0,5.0,41.0,,158.7222,29.8,996.1,18.6,0.0,SW,0.6,Aotizhongxin,2013-08-08 20:00:00,1,public-derived
3881,2013,8,9,16,42.0,95.0,16.0,36.0,500.0,266.0,34.9,994.1,22.6,0.0,WSW,2.5,Aotizhongxin,2013-08-09 16:00:00,0,public-derived
3901,2013,8,10,12,124.0,244.0,9.0,34.0,1100.0,177.0,34.6,998.8,24.2,0.0,W,1.4,Aotizhongxin,2013-08-10 12:00:00,0,public-derived
3921,2013,8,11,8,235.0,249.0,5.0,67.0,,11.1384,26.8,1002.1,25.8,2.0,E,0.9,Aotizhongxin,2013-08-11 08:00:00,1,public-derived
3941,2013,8,12,4,52.0,52.0,3.0,,300.0,29.0,23.6,999.1,23.1,0.0,SW,0.9,Aotizhongxin,2013-08-12 04:00:00,1,public-derived
3961,2013,8,13,0,94.0,95.0,4.0,64.0,800.0,43.0,25.7,1000.0,23.7,0.0,WSW,1.0,Aotizhongxin,2013-08-13 00:00:00,0,public-derived
3981,2013,8,13,20,102.0,129.0,8.0,49.0,900.0,135.0,28.9,999.8,25.3,0.0,SW,1.0,Aotizhongxin,2013-08-13 20:00:00,0,public-derived
4001,2013,8,14,16,71.0,114.0,11.0,37.0,600.0,172.0,31.9,997.6,26.2,0.0,SSW,2.3,Aotizhongxin,2013-08-14 16:00:00,0,public-derived
4021,2013,8,15,12,113.0,133.0,9.0,83.0,1400.0,97.0,32.6,997.2,26.7,0.0,NE,1.5,Aotizhongxin,2013-08-15 12:00:00,0,public-derived
4041,2013,8,16,8,56.0,63.0,5.0,54.0,900.0,10.0,27.6,992.2,25.0,0.0,NE,2.1,Aotizhongxin,2013-08-16 08:00:00,0,public-derived
4061,2013,8,17,4,39.0,39.0,10.0,93.0,500.0,2.0,26.8,993.8,17.8,0.0,N,1.3,Aotizhongxin,2013-08-17 04:00:00,0,public-derived
4081,2013,8,18,0,15.0,20.0,5.0,53.0,300.0,31.0,26.3,999.8,14.1,0.0,NNE,0.7,Aotizhongxin,2013-08-18 00:00:00,0,public-derived
4101,2013,8,18,20,21.0,45.0,5.0,48.0,500.0,139.0,27.4,1003.5,19.2,0.0,W,0.4,Aotizhongxin,2013-08-18 20:00:00,0,public-derived
4121,2013,8,19,16,9.0,37.0,5.0,13.0,300.0,127.0,34.1,1002.8,13.5,0.0,ESE,1.1,Aotizhongxin,2013-08-19 16:00:00,0,public-derived
4141,2013,8,20,12,143.0,184.0,28.0,72.0,1800.0,148.0,29.4,1003.2,21.6,0.0,NE,0.6,Aotizhongxin,2013-08-20 12:00:00,0,public-derived
4161,2013,8,21,8,102.0,104.0,5.0,55.0,1100.0,1.0,25.7,1004.1,22.8,0.0,ENE,0.4,Aotizhongxin,2013-08-21 08:00:00,0,public-derived
4181,2013,8,22,4,130.0,187.0,7.0,94.0,1000.0,1.0,21.4,1002.9,20.6,0.0,NE,0.8,Aotizhongxin,2013-08-22 04:00:00,0,public-derived
4201,2013,8,23,0,115.0,145.0,5.0,139.0,1100.0,1.0,22.8,1004.0,21.6,0.0,W,0.5,Aotizhongxin,2013-08-23 00:00:00,0,public-derived
4221,2013,8,23,20,20.0,50.0,3.0,74.0,600.0,75.0,23.7,1004.1,18.3,0.0,WSW,0.2,Aotizhongxin,2013-08-23 20:00:00,0,public-derived
4241,2013,8,24,16,12.0,25.0,7.0,22.0,300.0,128.0,33.8,1002.1,13.8,0.0,WSW,0.6,Aotizhongxin,2013-08-24 16:00:00,0,public-derived
4261,2013,8,25,12,32.0,61.0,8.0,45.0,600.0,167.0,34.1,1001.1,17.3,0.0,S,1.8,Aotizhongxin,2013-08-25 12:00:00,0,public-derived
4281,2013,8,26,8,44.0,100.0,7.0,102.0,700.0,11.0,29.7,1001.5,18.2,0.0,ENE,1.0,Aotizhongxin,2013-08-26 08:00:00,0,public-derived
4301,2013,8,27,4,39.0,42.0,7.0,30.0,800.0,17.0,23.3,1002.7,19.9,0.0,ESE,0.7,Aotizhongxin,2013-08-27 04:00:00,0,public-derived
4321,2013,8,28,0,29.0,34.0,8.0,52.0,500.0,31.0,23.3,997.7,21.2,0.1,SSE,1.0,Aotizhongxin,2013-08-28 00:00:00,0,public-derived
4341,2013,8,28,20,67.0,78.0,6.0,,2200.0,8.0,23.2,993.0,22.4,0.0,NNW,0.6,Aotizhongxin,2013-08-28 20:00:00,1,public-derived
4361,2013,8,29,16,10.0,17.0,2.0,16.0,200.0,62.0,26.2,999.4,9.9,0.0,N,4.8,Aotizhongxin,2013-08-29 16:00:00,0,public-derived
4381,2013,8,30,12,3.0,6.0,1.0,15.0,200.0,56.0,26.5,1006.9,11.0,0.0,NE,2.4,Aotizhongxin,2013-08-30 12:00:00,0,public-derived
4401,2013,8,31,8,21.0,56.0,11.0,46.0,400.0,1.0,23.8,1008.0,11.5,0.0,NE,1.4,Aotizhongxin,2013-08-31 08:00:00,0,public-derived
4421,2013,9,1,4,32.0,73.0,11.0,61.0,1100.0,1.0,17.1,1008.1,14.9,0.0,NE,1.2,Aotizhongxin,2013-09-01 04:00:00,0,public-derived
4441,2013,9,2,0,49.0,54.0,6.0,63.0,700.0,61.0,19.6,1009.0,16.1,0.0,NE,0.6,Aotizhongxin,2013-09-02 00:00:00,0,public-derived
4461,2013,9,2,20,76.0,134.0,13.0,49.0,1200.0,130.0,22.0,1010.2,18.0,0.0,WNW,0.6,Aotizhongxin,2013-09-02 20:00:00,0,public-derived
4481,2013,9,3,16,99.0,117.0,16.0,40.0,1100.0,200.0,26.9,1008.2,18.2,0.0,SSE,1.4,Aotizhongxin,2013-09-03 16:00:00,0,public-derived
4501,2013,9,4,12,34.0,44.0,3.0,49.0,800.0,48.0,19.3,1011.0,18.1,1.3,SW,1.5,Aotizhongxin,2013-09-04 12:00:00,0,public-derived
4521,2013,9,5,8,10.0,9.0,2.0,46.0,300.0,30.0,21.4,1009.1,15.9,0.0,NE,1.0,Aotizhongxin,2013-09-05 08:00:00,0,public-derived
4541,2013,9,6,4,43.0,53.0,17.0,52.0,1400.0,6.0,18.5,1011.3,16.1,0.0,N,0.9,Aotizhongxin,2013-09-06 04:00:00,0,public-derived
4561,2013,9,7,0,101.0,117.0,17.0,88.0,2500.0,14.0,18.7,1011.1,17.9,0.0,NE,0.7,Aotizhongxin,2013-09-07 00:00:00,0,public-derived
4581,2013,9,7,20,43.0,111.0,6.0,78.0,700.0,80.0,20.1,1011.6,16.9,0.0,SSW,0.1,Aotizhongxin,2013-09-07 20:00:00,0,public-derived
4601,2013,9,8,16,117.0,134.0,50.0,56.0,1700.0,105.0,24.3,1008.9,18.9,0.0,NNE,1.2,Aotizhongxin,2013-09-08 16:00:00,0,public-derived
4621,2013,9,9,12,109.0,88.0,19.0,55.0,1000.0,73.0,25.0,1006.7,16.7,0.0,WSW,1.8,Aotizhongxin,2013-09-09 12:00:00,0,public-derived
4641,2013,9,10,8,132.0,146.0,12.0,76.0,1300.0,1.0,23.9,1007.9,15.9,0.0,N,2.9,Aotizhongxin,2013-09-10 08:00:00,0,public-derived
4661,2013,9,11,4,17.0,29.0,6.0,51.0,200.0,1.0,13.6,1009.1,11.8,0.0,N,0.8,Aotizhongxin,2013-09-11 04:00:00,0,public-derived
4681,2013,9,12,0,94.0,128.0,18.0,66.0,900.0,65.0,19.1,1008.4,17.1,0.0,SW,0.9,Aotizhongxin,2013-09-12 00:00:00,0,public-derived
4701,2013,9,12,20,191.0,254.0,23.0,143.0,1900.0,29.0,22.3,1003.8,19.5,0.0,ENE,0.2,Aotizhongxin,2013-09-12 20:00:00,0,public-derived
4721,2013,9,13,16,124.0,181.0,5.0,77.0,1400.0,1.0,20.3,998.6,19.3,0.0,NE,1.1,Aotizhongxin,2013-09-13 16:00:00,0,public-derived
4741,2013,9,14,12,42.0,42.0,11.0,47.0,700.0,57.0,31.1,1002.8,12.0,0.0,N,2.1,Aotizhongxin,2013-09-14 12:00:00,0,public-derived
4761,2013,9,15,8,11.0,33.0,5.0,49.0,200.0,3.0,20.7,1011.1,8.3,0.0,NE,1.6,Aotizhongxin,2013-09-15 08:00:00,0,public-derived
4781,2013,9,16,4,30.0,82.0,13.0,71.0,1000.0,1.0,16.4,1007.2,14.1,0.0,NE,1.4,Aotizhongxin,2013-09-16 04:00:00,0,public-derived
4801,2013,9,17,0,67.0,133.0,19.0,99.0,1700.0,1.0,19.5,1006.5,17.6,0.0,NE,1.1,Aotizhongxin,2013-09-17 00:00:00,0,public-derived
4821,2013,9,17,20,92.0,95.0,13.0,83.0,2200.0,1.0,19.0,1012.1,18.8,0.0,NNE,0.6,Aotizhongxin,2013-09-17 20:00:00,0,public-derived
4841,2013,9,18,16,85.0,86.0,19.0,43.0,1400.0,65.0,23.6,1011.6,20.5,0.0,ENE,0.7,Aotizhongxin,2013-09-18 16:00:00,0,public-derived
4861,2013,9,19,12,106.0,109.0,22.0,74.0,2299.0,6.0,25.0,1006.9,20.0,0.0,WSW,2.0,Aotizhongxin,2013-09-19 12:00:00,0,public-derived
4881,2013,9,20,8,28.0,40.0,4.0,53.0,700.0,1.0,23.5,1011.7,14.8,0.0,NE,2.2,Aotizhongxin,2013-09-20 08:00:00,0,public-derived
4901,2013,9,21,4,29.0,50.0,8.0,56.0,200.0,1.0,18.5,1010.3,15.4,0.0,E,0.5,Aotizhongxin,2013-09-21 04:00:00,0,public-derived
4921,2013,9,22,0,32.0,64.0,6.0,63.0,400.0,26.0,19.0,1010.2,16.8,0.0,N,0.7,Aotizhongxin,2013-09-22 00:00:00,0,public-derived
4941,2013,9,22,20,105.0,216.0,14.0,111.0,2000.0,1.0,19.5,1009.0,17.1,0.0,NNE,0.0,Aotizhongxin,2013-09-22 20:00:00,0,public-derived
4961,2013,9,23,16,9.0,13.0,10.0,24.0,300.0,14.0,16.7,1014.7,5.3,0.0,NNE,2.4,Aotizhongxin,2013-09-23 16:00:00,0,public-derived
4981,2013,9,24,12,3.0,6.0,6.0,15.0,300.0,46.0,20.7,1016.0,1.5,0.0,N,2.2,Aotizhongxin,2013-09-24 12:00:00,0,public-derived
5001,2013,9,25,8,12.0,45.0,14.0,56.0,600.0,1.0,17.5,1018.5,3.0,0.0,E,0.8,Aotizhongxin,2013-09-25 08:00:00,0,public-derived
5021,2013,9,26,4,31.0,103.0,9.0,62.0,400.0,1.0,9.0,1012.5,7.1,0.0,ENE,0.8,Aotizhongxin,2013-09-26 04:00:00,0,public-derived
5041,2013,9,27,0,117.0,235.0,31.0,120.0,2200.0,1.0,12.9,1008.0,9.9,0.0,ENE,1.0,Aotizhongxin,2013-09-27 00:00:00,0,public-derived
5061,2013,9,27,20,253.0,314.0,47.0,149.0,2300.0,2.0,15.5,1005.0,14.4,0.0,E,0.1,Aotizhongxin,2013-09-27 20:00:00,0,public-derived
5081,2013,9,28,16,221.0,238.0,26.0,52.0,1200.0,146.0,19.0,1005.0,14.5,0.0,E,0.1,Aotizhongxin,2013-09-28 16:00:00,0,public-derived
5101,2013,9,29,12,214.0,249.0,19.0,110.0,1500.0,4.0,18.5,1013.0,15.0,0.0,NNE,1.3,Aotizhongxin,2013-09-29 12:00:00,0,public-derived
5121,2013,9,30,8,87.0,96.0,12.0,72.0,1000.0,1.0,18.3,1015.0,16.8,0.0,W,0.7,Aotizhongxin,2013-09-30 08:00:00,0,public-derived
5141,2013,10,1,4,147.0,161.0,16.0,76.0,1500.0,1.0,17.5,1010.1,16.9,0.0,N,0.7,Aotizhongxin,2013-10-01 04:00:00,0,public-derived
5161,2013,10,2,0,38.0,49.0,6.0,66.0,500.0,1.0,12.3,1016.3,12.1,0.0,WNW,0.1,Aotizhongxin,2013-10-02 00:00:00,0,public-derived
5181,2013,10,2,20,22.0,48.0,4.0,60.0,400.0,37.0,17.2,1012.8,6.1,0.0,WSW,1.2,Aotizhongxin,2013-10-02 20:00:00,0,public-derived
5201,2013,10,3,16,89.0,117.0,49.0,60.0,1700.0,81.0,20.3,1010.6,13.7,0.0,E,0.0,Aotizhongxin,2013-10-03 16:00:00,0,public-derived
5221,2013,10,4,12,146.0,187.0,117.0,80.0,3400.0,51.0,21.5,1007.2,12.9,0.0,SSE,1.7,Aotizhongxin,2013-10-04 12:00:00,0,public-derived
5241,2013,10,5,8,250.0,278.0,18.0,83.0,2300.0,1.0,16.6,1014.8,14.4,0.0,NE,1.5,Aotizhongxin,2013-10-05 08:00:00,0,public-derived
5261,2013,10,6,4,287.0,301.0,30.0,124.0,2100.0,1.0,13.6,1017.7,13.4,0.0,E,0.8,Aotizhongxin,2013-10-06 04:00:00,0,public-derived
5281,2013,10,7,0,160.0,175.0,53.0,94.0,2300.0,3.0,14.7,1015.5,14.4,0.0,E,0.2,Aotizhongxin,2013-10-07 00:00:00,0,public-derived
5301,2013,10,7,20,15.0,18.0,39.0,94.0,400.0,6.0,18.3,1018.0,8.0,0.0,ENE,1.2,Aotizhongxin,2013-10-07 20:00:00,0,public-derived
5321,2013,10,8,16,48.0,90.0,36.0,32.0,600.0,80.0,20.3,1009.7,12.5,0.0,WSW,3.2,Aotizhongxin,2013-10-08 16:00:00,0,public-derived
5341,2013,10,9,12,112.0,163.0,46.0,85.0,1500.0,8.0,18.1,1005.1,13.0,0.0,NE,1.4,Aotizhongxin,2013-10-09 12:00:00,0,public-derived
5361,2013,10,10,8,164.0,182.0,58.0,67.0,1500.0,8.0,19.4,1004.4,3.1,0.0,NNW,4.2,Aotizhongxin,2013-10-10 08:00:00,0,public-derived
5381,2013,10,11,4,12.0,28.0,45.1248,52.0,200.0,5.0,6.9,1010.0,6.2,0.0,ENE,0.9,Aotizhongxin,2013-10-11 04:00:00,0,public-derived
5401,2013,10,12,0,75.0,104.0,6.8544,90.0,1000.0,1.0,11.3,1011.8,8.2,0.0,NE,0.6,Aotizhongxin,2013-10-12 00:00:00,0,public-derived
5421,2013,10,12,20,100.0,166.0,9.7104,149.0,1300.0,1.0,17.1,1012.6,10.0,0.0,E,0.1,Aotizhongxin,2013-10-12 20:00:00,0,public-derived
5441,2013,10,13,16,38.0,41.0,0.5712,61.0,600.0,8.0,15.5,1012.4,10.9,0.0,NNE,0.9,Aotizhongxin,2013-10-13 16:00:00,0,public-derived
5461,2013,10,14,12,10.0,15.0,1.9992,25.0,300.0,28.0,15.8,1021.9,-0.5,0.0,NNE,2.3,Aotizhongxin,2013-10-14 12:00:00,0,public-derived
5481,2013,10,15,8,12.0,20.0,13.1376,54.0,500.0,3.0,11.4,1028.2,-4.3,0.0,NE,1.7,Aotizhongxin,2013-10-15 08:00:00,0,public-derived
5501,2013,10,16,4,25.0,34.0,4.0,49.0,400.0,1.0,2.0,1021.3,1.6,0.0,W,0.4,Aotizhongxin,2013-10-16 04:00:00,0,public-derived
5521,2013,10,17,0,142.0,184.0,16.0,92.0,1300.0,1.0,6.7,1019.7,4.0,0.0,ENE,0.7,Aotizhongxin,2013-10-17 00:00:00,0,public-derived
5541,2013,10,17,20,180.0,208.0,22.0,136.0,1400.0,1.0,9.6,1019.8,7.2,0.0,NW,0.6,Aotizhongxin,2013-10-17 20:00:00,0,public-derived
5561,2013,10,18,16,219.0,233.0,58.0,147.0,1800.0,23.0,14.2,1017.4,9.0,0.0,NE,0.6,Aotizhongxin,2013-10-18 16:00:00,0,public-derived
5581,2013,10,19,12,10.0,23.0,10.0,16.0,300.0,45.0,18.0,1019.8,-1.8,0.0,N,5.0,Aotizhongxin,2013-10-19 12:00:00,0,public-derived
5601,2013,10,20,8,27.0,49.0,6.0,58.0,,,12.8,1021.9,3.2,0.0,NE,1.3,Aotizhongxin,2013-10-20 08:00:00,2,public-derived
5621,2013,10,21,4,116.0,230.0,17.0,80.0,,,7.0,1017.3,5.0,0.0,NE,1.3,Aotizhongxin,2013-10-21 04:00:00,2,public-derived
5641,2013,10,22,0,123.0,141.0,19.992,118.0,,,6.8,1018.3,6.2,0.0,NNE,0.6,Aotizhongxin,2013-10-22 00:00:00,2,public-derived
5661,2013,10,22,20,83.0,87.0,10.0,65.0,900.0,2.0,10.2,1015.1,8.6,0.1,ENE,1.0,Aotizhongxin,2013-10-22 20:00:00,0,public-derived
5681,2013,10,23,16,21.0,58.0,13.0,31.0,300.0,43.0,11.9,1015.0,1.2,0.0,WSW,0.7,Aotizhongxin,2013-10-23 16:00:00,0,public-derived
5701,2013,10,24,12,11.0,22.0,4.0,15.0,400.0,75.0,15.9,1020.4,-2.1,0.0,WNW,4.1,Aotizhongxin,2013-10-24 12:00:00,0,public-derived
5721,2013,10,25,8,41.0,44.0,16.0,52.0,600.0,21.0,11.3,1024.1,1.5,0.0,NNE,2.1,Aotizhongxin,2013-10-25 08:00:00,0,public-derived
5741,2013,10,26,4,34.0,47.0,8.0,,400.0,1.0,2.3,1019.1,2.0,0.0,W,0.4,Aotizhongxin,2013-10-26 04:00:00,1,public-derived
5761,2013,10,27,0,121.0,171.0,21.0,114.0,1800.0,1.0,5.4,1013.6,2.9,0.0,E,0.4,Aotizhongxin,2013-10-27 00:00:00,0,public-derived
5781,2013,10,27,20,279.0,319.0,29.0,161.0,2800.0,1.0,7.1,1011.8,6.0,0.0,N,0.0,Aotizhongxin,2013-10-27 20:00:00,0,public-derived
5801,2013,10,28,16,264.0,267.0,75.0,70.0,2000.0,70.0,13.6,1013.7,7.8,0.0,S,0.6,Aotizhongxin,2013-10-28 16:00:00,0,public-derived
5821,2013,10,29,12,3.0,6.0,7.0,11.0,300.0,63.0,16.2,1021.8,-3.4,0.0,NE,3.2,Aotizhongxin,2013-10-29 12:00:00,0,public-derived
5841,2013,10,30,8,23.0,42.0,8.0,49.0,500.0,1.0,7.3,1024.0,-0.2,0.0,ENE,0.9,Aotizhongxin,2013-10-30 08:00:00,0,public-derived
5861,2013,10,31,4,120.0,127.0,11.0,91.0,1500.0,1.0,3.5,1021.6,2.3,0.0,E,0.7,Aotizhongxin,2013-10-31 04:00:00,0,public-derived
5881,2013,11,1,0,184.0,206.0,11.0,125.0,2600.0,,5.1,1022.1,4.4,0.0,E,0.6,Aotizhongxin,2013-11-01 00:00:00,1,public-derived
5901,2013,11,1,20,137.0,155.0,23.0,103.0,1400.0,,6.6,1018.8,5.2,0.0,S,0.0,Aotizhongxin,2013-11-01 20:00:00,1,public-derived
5921,2013,11,2,16,258.0,258.0,19.0,103.0,1500.0,41.3406,11.0,1014.7,7.3,0.0,SSW,2.2,Aotizhongxin,2013-11-02 16:00:00,0,public-derived
5941,2013,11,3,12,15.0,38.0,7.0,12.0,300.0,59.1192,17.9,1018.4,-0.4,0.0,NE,2.5,Aotizhongxin,2013-11-03 12:00:00,0,public-derived
5961,2013,11,4,8,34.0,85.0,14.0,59.0,1000.0,,9.2,1024.6,1.4,0.0,ENE,0.8,Aotizhongxin,2013-11-04 08:00:00,1,public-derived
5981,2013,11,5,4,124.0,181.0,32.0,81.0,1600.0,,7.8,1016.6,2.0,0.0,ENE,0.8,Aotizhongxin,2013-11-05 04:00:00,1,public-derived
6001,2013,11,6,0,230.0,251.0,27.0,111.0,2600.0,,5.1,1012.5,3.1,0.0,E,0.6,Aotizhongxin,2013-11-06 00:00:00,1,public-derived
6021,2013,11,6,20,11.0,84.0,3.0,13.0,2400.0,49.266,10.8,1015.4,-7.5,0.0,NNW,4.5,Aotizhongxin,2013-11-06 20:00:00,0,public-derived
6041,2013,11,7,16,25.0,161.0,19.0,34.0,900.0,39.627,11.5,1012.7,-4.7,0.0,SSW,1.0,Aotizhongxin,2013-11-07 16:00:00,0,public-derived
6061,2013,11,8,12,103.0,150.0,69.0,75.0,1800.0,,11.9,1014.0,-2.0,0.0,ENE,0.8,Aotizhongxin,2013-11-08 12:00:00,1,public-derived
6081,2013,11,9,8,163.0,169.0,52.0,95.0,2600.0,,7.8,1017.2,1.6,0.0,ENE,1.2,Aotizhongxin,2013-11-09 08:00:00,1,public-derived
6101,2013,11,10,4,5.0,24.0,7.0,11.0,200.0,26.9892,0.0,1026.8,-19.8,0.0,ENE,2.0,Aotizhongxin,2013-11-10 04:00:00,0,public-derived
6121,2013,11,11,0,13.0,25.0,11.0,32.0,400.0,23.9904,3.2,1024.0,-5.0,0.0,NNW,0.5,Aotizhongxin,2013-11-11 00:00:00,0,public-derived
6141,2013,11,11,20,67.0,99.0,23.0,72.0,900.0,3.213,3.8,1018.9,-2.4,0.0,NW,0.8,Aotizhongxin,2013-11-11 20:00:00,0,public-derived
6161,2013,11,12,16,17.0,21.0,11.0,29.0,400.0,50.5512,11.3,1017.3,-1.5,0.0,SSW,0.7,Aotizhongxin,2013-11-12 16:00:00,0,public-derived
6181,2013,11,13,12,150.0,171.0,82.0,97.0,3400.0,,9.4,1014.3,0.8,0.0,NE,0.7,Aotizhongxin,2013-11-13 12:00:00,1,public-derived
6201,2013,11,14,8,16.0,67.0,14.0,23.0,500.0,39.627,10.2,1015.0,-9.0,0.0,NW,2.6,Aotizhongxin,2013-11-14 08:00:00,0,public-derived
